OSEBuildingID,DataYear,PrimaryPropertyType,CouncilDistrictCode,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),OtherFuelUse(kBtu),DefaultData,Comment,ComplianceStatus,Outlier,Latitude,Longitude,ZipCode,TotalGHGEmissions,GHGEmissionsIntensity,SiteEUI(kBtu/sf)_diff1516,SiteEUIWN(kBtu/sf)_diff1516,SourceEUI(kBtu/sf)_diff1516,SourceEUIWN(kBtu/sf)_diff1516,SiteEnergyUse(kBtu)_diff1516,SiteEnergyUseWN(kBtu)_diff1516,SteamUse(kBtu)_diff1516,Electricity(kWh)_diff1516,Electricity(kBtu)_diff1516,NaturalGas(therms)_diff1516,NaturalGas(kBtu)_diff1516,TotalGHGEmissions_diff1516,GHGEmissionsIntensity_diff1516
19895,2015,small-andmid-sizedoffice,7,1925,1.0,2.0,44098,13660,30438,29.0,66.3,66.3,178.2,178.2,2454861.0,2454861.0,533834.0,551545.0,1881948.0,392.0,39157.0,0.0,No,,Compliant,,47.61266708,-122.33875275,98101.0,56.4,1.1,-6.199998470000004,-11.299999999999997,-6.200001529999994,-12.299999999999997,-2020402.0,-341058.0,0.0,11742.75,39827.0,-20604.335900000005,-2060472.0,-109.14999999999998,-0.21999999999999997
19896,2015,restaurant,7,1923,1.0,3.0,22381,0,22381,,168.3,168.1,299.4,295.0,3766069.0,3763134.0,0.0,385165.0,1314236.0,24519.0,2451887.0,0.0,No,,Compliant,,47.61342712,-122.33881943,98101.0,139.38,5.98,1.8000015299999959,9.299999999999997,1.300001530000003,12.200001499999999,43535.75,176226.875,0.0,-2121.5936999999976,-7262.0,507.95996099999957,50774.0,2.6499999999999986,0.21999999999999997
19900,2015,other,7,1926,1.0,4.0,49249,0,49249,,618.7,646.1,1109.1,1124.2,29540052.0,30851518.0,0.0,3076883.0,10498761.0,190417.0,19041728.0,0.0,No,,Compliant,,47.61720922,-122.35464542,98121.0,1084.49,21.1,34.1000061,33.200006099999996,99.50002440000003,98.59998780000001,360335.0,434583.5,0.0,94553.1875,322536.0,377.64086899999984,37718.0,4.260000000000002,0.38
19902,2015,retailstore,7,1925,1.0,1.0,24825,1263,23562,,15.9,19.4,31.3,35.1,387279.0,473622.0,0.0,50098.0,170943.0,2163.0,216343.0,0.0,No,,Compliant,,47.61827588,-122.35496029,98121.0,12.68,0.48,-0.6999984700000041,-0.7999984700000056,-0.9999969499999963,-0.799998500000001,-27354.0,12799.625,0.0,-1980.3125,-6808.0,-205.570068,-20596.0,-1.1400000000000006,0.12
19910,2015,medicaloffice,7,1952,1.0,4.0,26670,0,26670,59.0,56.0,59.1,171.2,180.7,1494252.0,1574887.0,0.0,420388.0,1434423.0,599.0,59888.0,0.0,No,,Compliant,,47.61463547,-122.34208679,98121.0,13.18,0.26,0.5999992399999989,-0.19999961999999982,1.7999984700000056,-0.600003049999998,12708.8125,42090.0,0.0,3724.7031000000134,12688.0,0.0,0.0,0.08999999999999986,0.1
19917,2015,other,7,1922,1.0,2.0,37740,0,37740,,82.6,94.3,184.0,196.3,3215953.0,3671239.0,0.0,531446.0,1813369.0,14027.0,1402659.0,0.0,No,,Compliant,,47.61600472,-122.34495699,98121.0,87.14,2.1,1.599999239999999,0.1999992399999968,4.499996949999996,0.5999984700000027,86600.75,163311.75,0.0,19370.5,66056.0,204.6000979999999,20508.0,1.5500000000000043,0.10000000000000009
19926,2015,small-andmid-sizedoffice,7,1965,1.0,1.0,23752,0,23752,,43.1,41.2,96.1,90.2,1023618.0,978659.0,0.0,169489.0,578320.0,4453.0,445322.0,0.0,No,,Compliant,,47.61807922,-122.34164679,98121.0,27.68,1.06,2.199999239999997,0.8999992399999996,6.599999999999994,2.900001500000002,103348.375,202874.25,0.0,30289.8125,103291.0,0.0,0.0,0.7300000000000004,0.13
19927,2015,hotel,7,1967,1.0,4.0,44416,0,44416,62.0,49.4,50.7,111.7,112.5,2601369.0,2671366.0,0.0,441622.0,1506877.0,10946.0,1094554.0,0.0,No,,Compliant,,47.61826279,-122.34133479,98121.0,68.64,1.4,-0.6000003800000009,-1.2999992399999982,-3.7000015299999944,-5.799999999999997,-20844.6875,-7064.1875,0.0,-15229.906199999998,-52001.0,311.5300293,31118.0,1.290000000000001,0.14
19928,2015,mixeduseproperty,7,2006,1.0,2.0,33792,22867,10925,,207.0,214.9,602.4,610.7,2187513.0,2271686.0,0.0,570653.0,1947148.0,2404.0,240446.0,0.0,No,,Compliant,,47.61577599,-122.35421614,98121.0,26.34,0.53,-3.700000000000003,-5.999999240000001,-7.299993900000004,-12.800000000000011,-87522.125,-46620.125,0.0,-11412.3125,-38983.0,-486.0,-48585.0,-2.860000000000001,0.07999999999999996
19967,2015,k-12school,7,2001,1.0,1.0,35805,0,35805,100.0,8.9,9.5,24.6,25.3,317581.0,340499.0,0.0,76836.0,262176.0,554.0,55417.0,0.0,Yes,,Compliant,,47.63189062,-122.35355257,98109.0,4.77,0.1,-4.199999999999989,-4.599999999999994,-14.699987799999974,-15.10001219999998,-229558.0,-117391.0,0.0,-79211.625,-270548.0,406.929932,40712.0,0.28000000000000114,0.5299999999999999
20000,2015,worshipfacility,6,1928,1.0,2.0,45991,0,45991,52.0,22.7,27.9,46.7,54.2,1044642.0,1285168.0,0.0,147676.0,503890.0,5408.0,540773.0,0.0,No,,Compliant,,47.66492005,-122.35223915,98103.0,32.23,0.65,2.5999984700000027,-0.5000007599999989,5.499998500000004,-0.10000309999999502,44369.3125,72065.8125,0.0,6313.593800000002,21523.0,228.60058599999957,22826.0,1.3599999999999994,0.14
20033,2015,small-andmid-sizedoffice,4,1989,1.0,2.0,20384,0,20384,15.0,73.0,73.0,225.1,225.1,1826203.0,1826203.0,0.0,520883.0,1777327.0,489.0,48950.0,0.0,No,,Compliant,,47.6647503,-122.30155368,98105.0,14.99,0.36,1.900000760000001,0.0,2.9000015299999973,0.0,45959.3125,-450518.0,0.0,2751.898439999997,9384.0,366.02172900000005,36568.0,2.0100000000000016,0.10999999999999999
20047,2015,retailstore,4,1956,1.0,2.0,39265,0,39265,,140.8,142.6,429.7,431.6,5528223.0,5598862.0,0.0,1551979.0,5295572.0,2329.0,232869.0,0.0,No,,Compliant,,47.66375728,-122.3002168,98105.0,49.28,0.67,0.3000030500000008,-3.899996950000002,-0.6000061000000017,-4.5000030999999865,26175.5,368645.0,0.0,-11655.3125,-39861.0,658.9570299999978,65943.0,3.2200000000000273,0.09000000000000008
20048,2015,retailstore,4,1956,1.0,2.0,54284,0,54284,16.0,128.2,130.6,390.4,392.9,7008252.0,7139607.0,0.0,1962037.0,6694748.0,3138.0,313781.0,0.0,No,,Compliant,,47.66375728,-122.3002168,98105.0,63.33,0.64,-0.1999999999999993,-1.5999996199999984,-0.7000000000000028,-4.199996949999999,-16001.375,52430.625,0.0,-4485.5,-15355.0,-6.819824000000153,-696.0,-0.14000000000000057,0.06999999999999995
20050,2015,retailstore,4,1956,1.0,1.0,23409,0,23409,67.0,107.7,107.7,321.7,321.7,2520919.0,2520919.0,0.0,685009.0,2337349.0,1837.0,183667.0,0.0,No,,Compliant,,47.66375728,-122.3002168,98105.0,26.05,0.68,2.200000000000003,-0.6999992399999968,6.800003099999998,-1.9999969000000135,43995.875,99820.5,0.0,12894.093799999973,43957.0,0.0,0.0,0.2999999999999998,0.22000000000000003
20052,2015,retailstore,4,1997,1.0,1.0,63153,0,63153,,77.9,75.3,237.3,229.3,4917420.0,4757822.0,0.0,1377065.0,4698741.0,2189.0,218876.0,0.0,No,,Compliant,,47.66375728,-122.3002168,98105.0,44.38,0.38,-2.3999999999999986,-5.30000038,-6.300001529999996,-9.300001529999996,-110274.375,-20809.625,0.0,-25110.796899999987,-85704.0,-246.0615230000003,-24598.0,-1.9100000000000037,0.019999999999999907
20066,2015,hotel,4,1961,1.0,2.0,24100,0,24100,91.0,52.0,52.0,110.6,110.6,1607578.0,1607578.0,0.0,242546.0,827601.0,7800.0,780011.0,0.0,No,,Compliant,,47.66432647,-122.30144868,98105.0,47.2,1.81,1.4999984700000084,-6.299999999999997,-3.799998500000001,-13.700001500000013,30439.75,197440.5,0.0,-15667.296870000006,-53471.0,839.0996099999993,83896.0,4.080000000000005,0.28000000000000025
20067,2015,restaurant,7,1923,1.0,3.0,33600,0,33600,,133.1,138.9,332.9,339.0,4470620.0,4666185.0,0.0,910050.0,3105221.0,13655.0,1365528.0,0.0,No,,Compliant,,47.61536026,-122.33739471,98121.0,94.17,2.41,13.199998469999997,11.60000153,16.5999939,14.800000000000011,888374.0,1345488.5,0.0,25990.375,88607.0,7997.21875,799695.0,43.09,0.75
20073,2015,other,7,1927,1.0,4.0,32356,0,32356,92.0,40.3,45.2,99.7,104.1,1303887.0,1463824.0,448146.0,250803.0,855776.0,0.0,0.0,0.0,No,,Compliant,,47.61382851,-122.33980573,98121.0,40.56,1.14,-3.8999992399999996,-6.000000759999999,-12.099998499999998,-18.69999390000001,-87894.375,-28535.6875,0.0,-25761.0,-87938.0,0.0,0.0,-0.6099999999999994,0.16000000000000003
20082,2015,hotel,7,1960,1.0,7.0,61180,12960,48220,31.0,57.9,59.1,123.1,126.8,3542542.0,3615061.0,0.0,534591.0,1824101.0,17185.0,1718517.0,0.0,No,,Compliant,,47.61803766,-122.33957378,98121.0,103.99,1.57,1.2999996199999977,0.20000076000000178,3.800001530000003,0.6999969499999992,30961.875,78251.3125,0.0,9074.593800000002,30934.0,0.0,0.0,0.20999999999999996,0.12
20087,2015,small-andmid-sizedoffice,7,1978,1.0,5.0,43506,11250,32256,60.0,92.3,101.3,207.3,210.7,3005926.0,3297982.0,0.0,504097.0,1720052.0,12859.0,1285945.0,0.0,No,,Compliant,,47.61546604,-122.33523981,98101.0,80.29,1.68,0.10000076000000035,-0.49999962000000053,-0.30000152999999585,-1.5999984700000027,49505.0,419609.0,0.0,-22838.5,-78199.0,1273.7968800000017,127428.0,6.220000000000027,0.09000000000000008
20130,2015,worshipfacility,6,1910,1.0,2.0,23931,0,23931,91.0,18.8,0.0,33.5,0.0,450518.0,0.0,0.0,46215.0,157691.0,2928.0,292834.0,0.0,No,,Compliant,,47.67572194,-122.3284741,98103.0,16.65,0.67,0.3000007600000032,-1.5999984700000027,0.9000000000000057,-4.799998500000001,12689.5,109315.125,0.0,3719.0937999999733,12627.0,0.0,0.0,0.08999999999999986,0.15
20132,2015,worshipfacility,6,1948,1.0,2.0,21393,0,21393,60.0,38.0,47.9,65.3,80.0,813252.0,1025125.0,0.0,76283.0,260288.0,5530.0,552974.0,0.0,No,,Compliant,,47.67496795,-122.3330039,98103.0,31.18,1.41,-0.2999996199999977,-1.3000007600000032,-0.899996950000002,-4.099999999999994,-15601.125,48654.625,0.0,-4572.8125,-15658.0,0.0,0.0,-0.10999999999999943,0.1
20141,2015,mixeduseproperty,2,1990,1.0,2.0,47560,0,47560,72.0,26.4,31.2,57.4,62.4,1242764.0,1468567.0,0.0,196065.0,669000.0,5738.0,573792.0,0.0,No,,Compliant,,47.57256697,-122.2926683,98144.0,35.14,0.68,4.499999240000001,4.699998470000004,4.400003099999992,6.300003099999998,559198.5,783799.0,0.0,-5285.3125,-18168.0,5772.599610000001,577233.0,30.529999999999987,0.31000000000000005
20145,2015,seniorcarecommunity,3,2006,1.0,6.0,62334,10877,51457,100.0,21.5,24.0,42.1,46.8,1101695.0,1235125.0,0.0,140629.0,479844.0,6219.0,621871.0,0.0,No,,Compliant,,47.60904606,-122.3252908,98104.0,36.37,0.55,0.6000001900000012,-0.19999961999999982,1.0999984700000027,-0.10000076000000035,14882.593799999973,45424.59379999997,0.0,1866.5,6358.0,84.86999509999998,8515.0,0.5,0.08000000000000002
20166,2015,college/university,7,1910,1.0,3.0,28800,0,28800,,25.4,28.2,74.0,80.9,731315.0,811595.0,0.0,191274.0,652653.0,787.0,78689.0,0.0,No,,Compliant,,47.61690903,-122.33604431,98121.0,8.73,0.21,-0.8000000000000007,-0.6000003800000009,-2.4999984700000084,-2.0000015299999916,-33900.25,22972.25,0.0,-9935.593700000027,-33950.0,0.0,0.0,-0.2400000000000002,0.08000000000000002
20167,2015,k-12school,7,1957,1.0,2.0,21600,0,21600,83.0,49.8,60.1,105.7,115.0,1074937.0,1299224.0,0.0,161743.0,551891.0,5231.0,523069.0,0.0,No,,Compliant,,47.61740478,-122.33653369,98121.0,31.63,1.35,-0.10000153000000012,-2.000000759999999,-0.5999984700000027,-5.099998470000003,-10224.25,197013.75,0.0,-5680.0,-19455.0,91.71680000000015,9157.0,0.3500000000000085,0.08000000000000007
20168,2015,k-12school,7,1995,1.0,3.0,22860,0,22860,35.0,44.6,49.3,140.0,154.8,1019043.0,1126822.0,0.0,298665.0,1019086.0,0.0,0.0,0.0,No,,Compliant,,47.61696243,-122.33548737,98101.0,7.1,0.12,-0.2999996199999977,0.5999992399999989,-0.9000030499999951,2.0000030500000037,-6051.6875,-11981.0,0.0,-1773.7968999999866,-6078.0,0.0,0.0,-0.05000000000000071,0.14
20182,2015,worshipfacility,4,1972,1.0,1.0,26366,0,26366,90.0,29.9,36.9,59.0,68.5,790204.0,974557.0,0.0,102043.0,348184.0,4420.0,442034.0,0.0,No,,Compliant,,47.66553115,-122.2745252,98105.0,25.9,0.93,-1.0999996199999984,-2.7999992399999982,-3.4000000000000057,-8.999998470000008,-25635.625,22719.5,0.0,-7513.203100000013,-25663.0,0.0,0.0,-0.17999999999999972,0.10999999999999999
20197,2015,worshipfacility,2,1965,1.0,2.0,21732,0,21732,3.0,37.8,43.5,85.2,91.2,820705.0,945563.0,0.0,138822.0,473680.0,3470.0,347044.0,0.0,No,,Compliant,,47.54382945,-122.2666646,98118.0,21.73,0.91,0.8999996199999991,-1.000000759999999,2.9000000000000057,-3.1000015000000047,26565.125,95966.125,0.0,7785.796899999987,26529.0,0.0,0.0,0.17999999999999972,0.14
20211,2015,mixeduseproperty,6,1945,1.0,1.0,21060,0,21060,,13.7,15.8,36.0,39.4,335382.0,384745.0,0.0,73801.0,251820.0,836.0,83572.0,0.0,No,,Compliant,,47.66848688,-122.3891043,98107.0,6.19,0.24,-0.2999992399999982,-1.7000007600000018,-0.8999984699999999,-5.299999999999997,-7466.0,36107.0,0.0,-2188.7031000000134,-7496.0,0.0,0.0,-0.04999999999999982,0.12
20217,2015,k-12school,4,1958,1.0,1.0,38624,0,38624,83.0,34.3,41.1,76.2,86.4,1356465.0,1625891.0,0.0,222821.0,760297.0,5962.0,596200.0,0.0,Yes,,Compliant,,47.67477763,-122.2622937,98115.0,36.96,0.87,-0.6000000000000014,-2.799999999999997,-1.7999999999999972,-8.800003099999998,-11817.6875,28208.0,0.0,-3463.4061999999976,-11847.0,0.0,0.0,-0.08000000000000007,0.12
20237,2015,retailstore,4,1900,1.0,3.0,32960,0,32960,64.0,27.0,27.0,84.7,84.7,889225.0,889225.0,0.0,260617.0,889262.0,0.0,0.0,0.0,Yes,,Compliant,,47.66032028,-122.31348419,98105.0,6.2,0.07,-1.7000007600000018,-0.09999847000000273,-4.7999969499999935,0.3000015000000076,-52146.3125,-3878.875,0.0,-12389.593700000027,-42313.0,-99.14001459999997,-9873.0,-0.8200000000000003,0.10999999999999999
20242,2015,hotel,4,1930,1.0,3.0,20571,0,20571,69.0,35.1,37.0,110.3,116.1,722891.0,760698.0,0.0,211867.0,722921.0,0.0,0.0,0.0,No,,Compliant,,47.66023636,-122.31580353,98105.0,5.04,0.09,2.9999984700000013,1.4000015299999973,7.799998500000001,3.400006100000013,168607.5,380067.0,0.0,37109.375,126542.0,419.8798829999996,41989.0,3.1100000000000065,0.19000000000000006
20266,2015,worshipfacility,4,1926,1.0,2.0,47992,0,47992,19.0,59.9,76.0,104.5,123.3,2873278.0,3648423.0,0.0,280189.0,956044.0,19173.0,1917273.0,0.0,No,,Compliant,,47.65896482,-122.3123803,98105.0,108.49,2.17,-1.1999999999999993,-2.1999999999999993,-3.89999847,-6.699996949999999,-35602.0,9109.3125,0.0,-10434.093699999998,-35629.0,0.0,0.0,-0.23999999999999932,0.08000000000000002
20324,2015,worshipfacility,4,2000,1.0,2.0,31386,0,31386,58.0,32.6,0.0,82.9,0.0,978211.0,0.0,0.0,204897.0,699137.0,2791.0,279103.0,0.0,No,,Compliant,,47.68762613,-122.2988487,98115.0,19.7,0.53,0.8999992399999996,-1.4000015299999973,-1.0000030500000037,-4.0,37412.25,195124.125,0.0,-11748.093699999998,-40108.0,774.7402299999994,77498.0,3.8299999999999983,0.15000000000000013
20325,2015,k-12school,4,1989,1.0,3.0,21500,0,21500,51.0,64.1,71.2,136.4,143.9,6159684.0,6844304.0,0.0,931897.0,3179766.0,29801.0,2980050.0,0.0,No,,Compliant,,47.68698452,-122.3001519,98115.0,180.44,7.76,41.200001529999994,41.200001529999994,129.4000031,129.4000031,1711133.0,1711133.0,0.0,501504.1875,1711090.0,0.0,0.0,11.93,0.39
20369,2015,small-andmid-sizedoffice,4,2012,1.0,2.0,84116,0,84116,83.0,38.3,38.3,119.0,119.0,2105451.0,2105451.0,0.0,607510.0,2072909.0,326.0,32628.0,0.0,No,,Compliant,,47.6474248,-122.3320739,98103.0,16.18,0.09,-4.999998470000001,-6.10000076,-18.599996900000008,-21.200003100000004,-324420.0,-69532.0,0.0,-120625.625,-411674.0,871.6503900000007,87153.0,1.759999999999991,0.14
20372,2015,hotel,7,1925,1.0,9.0,104000,0,104000,9.0,79.1,82.6,172.6,173.6,8227025.0,8590433.0,3085788.0,1238979.0,4227572.0,9138.0,913839.0,0.0,No,,Compliant,,47.61343384,-122.34004974,98121.0,316.19,2.87,2.7000030500000065,2.0000030500000037,6.699996900000002,5.899996899999991,479792.0,568196.0,0.0,95343.25,324809.0,1544.6406300000017,154481.0,10.469999999999999,0.93
20376,2015,k-12school,2,1971,1.0,1.0,55206,0,55206,81.0,36.0,38.4,87.4,94.9,1986624.0,2119832.0,0.0,383858.0,1309778.0,6769.0,676900.0,0.0,Yes,,Compliant,,47.57435237,-122.302795,98144.0,45.08,0.71,1.0,-1.8000030999999979,-4.400000000000006,-3.8000000000000114,29132.0,249371.75,0.0,-22411.8125,-76542.0,1056.2402299999994,105602.0,5.069999999999993,0.30000000000000027
20387,2015,mixeduseproperty,6,2007,1.0,2.0,38784,0,38784,,45.3,48.6,116.8,120.3,1525624.0,1637063.0,0.0,326652.0,1114581.0,4111.0,411089.0,0.0,No,,Compliant,,47.65759684,-122.3664114,98107.0,29.6,0.64,-5.099998499999998,-8.499993899999993,-13.999996900000014,-15.100006100000002,-258519.5,28644.5,0.0,-59567.1875,-203355.0,-553.0625,-55276.0,-4.349999999999994,0.21999999999999975
20393,2015,other,2,1969,1.0,2.0,41790,0,41790,,42.5,42.5,121.1,121.1,1777554.0,1777554.0,0.0,448115.0,1529031.0,2486.0,248587.0,0.0,No,,Compliant,,47.57404327,-122.33039093,98134.0,23.86,0.41,1.0,-0.6000015300000001,3.600003099999995,-0.5000031000000007,91377.5,305238.5,0.0,36032.0,122805.0,-315.92968699999983,-31565.0,-0.8199999999999932,0.1299999999999999
20395,2015,small-andmid-sizedoffice,7,1900,1.0,5.0,39960,0,39960,82.0,45.0,48.3,120.7,124.1,1734533.0,1861479.0,0.0,396338.0,1352362.0,3822.0,382227.0,0.0,No,,Compliant,,47.6054039,-122.33641815,98104.0,29.73,0.6,0.8000015299999959,-1.4999984700000013,-0.6000015300000001,-2.9999969499999963,20829.75,121615.5,0.0,-5122.898439999997,-17489.0,383.0302730000003,38311.0,1.9200000000000017,0.10999999999999988
20396,2015,non-refrigeratedwarehouse,7,1900,1.0,5.0,33300,0,33300,,4.4,4.4,13.8,13.8,131810.0,131810.0,0.0,38631.0,131815.0,0.0,0.0,0.0,No,,Compliant,,47.60485291,-122.33612861,98104.0,0.92,0.01,-0.20000076000000178,-1.7000015299999944,-0.5999984999999981,-5.400001500000002,-6301.125,62354.25,0.0,-1847.0937000000267,-6352.0,0.0,0.0,-0.040000000000000924,0.13
20397,2015,hotel,7,1926,1.0,11.0,36240,0,36240,97.0,57.8,69.3,94.0,107.9,2094525.0,2511813.0,1050707.0,146921.0,501315.0,5425.0,542524.0,0.0,No,,Compliant,,47.60718918,-122.33450317,98101.0,113.41,3.07,2.0,0.10000076000000035,6.200000000000003,3.1000000006997652e-06,60867.375,142731.75,0.0,17839.3125,60824.0,0.0,0.0,0.41999999999999993,0.13
20398,2015,other,7,1922,1.0,3.0,39320,6960,32360,,74.2,82.2,133.6,141.7,2916511.0,3232192.0,1058012.0,284723.0,971513.0,8870.0,887026.0,0.0,No,,Compliant,,47.6078978,-122.33221659,98101.0,135.55,3.34,0.9000000000000004,0.9000000000000004,2.899999619999999,2.899999619999999,31594.093799999973,31594.093799999973,0.0,9259.796879999994,31584.0,0.0,0.0,0.2200000000000002,0.030000000000000002
20402,2015,other,7,1908,1.0,5.0,41536,0,41536,,24.7,24.7,77.4,77.4,1024033.0,1024033.0,0.0,300127.0,1024076.0,0.0,0.0,0.0,No,,Compliant,,47.60526618,-122.33134867,98104.0,7.14,0.07,-2.099993899999987,-1.9999969000000135,0.6000000000000227,4.000012200000015,-39762.25,18740.25,0.0,7306.406299999973,24886.0,-646.6386700000003,-64693.0,-3.2600000000000193,0.0699999999999994
20406,2015,hotel,7,1909,1.0,6.0,35820,0,35820,91.0,97.9,111.3,163.1,177.1,3507714.0,3985421.0,0.0,302932.0,1033647.0,24741.0,2474110.0,0.0,No,,Compliant,,47.60208905,-122.32903145,98104.0,138.61,3.75,-1.0000007600000025,-2.300000760000003,-3.199998469999997,-7.10000153,-88635.25,1617.0,0.0,-25978.125,-88745.0,0.0,0.0,-0.620000000000001,0.19
20415,2015,k-12school,1,1922,1.0,2.0,33462,0,33462,89.0,51.7,65.8,75.3,91.4,2994822.0,3806840.0,0.0,170062.0,580275.0,24146.0,2414571.0,0.0,No,,Compliant,,47.56485289,-122.38521848,98116.0,132.28,3.88,-2.1000007600000004,-3.30000038,-6.500001529999992,-10.200003050000007,-139526.125,-62813.875,0.0,-40892.59370000003,-139595.0,0.0,0.0,-0.9700000000000006,0.09
20419,2015,k-12school,1,1965,1.0,3.0,49744,0,49744,99.0,35.1,45.2,55.4,67.9,1748132.0,2247400.0,0.0,129237.0,440975.0,13072.0,1307176.0,0.0,No,,Compliant,,47.56502533,-122.38456726,98116.0,72.5,1.42,-7.900000760000005,-3.499999240000001,14.799999999999997,19.39999847,-256900.75,-113398.125,0.0,105191.20310000001,358903.0,-6158.277344,-615815.0,-30.21,-0.8899999999999999
20425,2015,worshipfacility,1,1923,1.0,2.0,37816,0,37816,58.0,37.4,44.3,78.6,85.9,1423706.0,1687852.0,0.0,210324.0,717656.0,7061.0,706080.0,0.0,No,,Compliant,,47.56334562,-122.38494153,98116.0,42.5,1.04,-0.20000076000000178,-0.1999999999999993,-0.4999984700000084,-0.6000015300000001,-10927.625,67255.125,0.0,-3202.875,-11003.0,0.0,0.0,-0.07000000000000028,0.1
20427,2015,mixeduseproperty,1,1926,1.0,2.0,23315,0,23315,,81.2,93.3,193.6,206.2,1353017.0,1553273.0,0.0,252859.0,862792.0,4903.0,490261.0,0.0,No,,Compliant,,47.56221008,-122.38638306,98116.0,32.05,1.22,-0.2999992399999982,-0.6999992399999968,-0.9999968999999993,-2.2000031000000035,-17644.25,73692.5,0.0,-5171.125,-17739.0,0.0,0.0,-0.120000000000001,0.07
20428,2015,mixeduseproperty,1,1930,1.0,2.0,20700,0,20700,,199.0,205.4,291.0,296.4,4119958.0,4252116.0,0.0,237938.0,811880.0,33081.0,3308112.0,0.0,No,,Compliant,,47.56147766,-122.38638306,98116.0,181.35,8.59,-0.8999999999999986,-1.1999996199999963,-2.800003050000001,-3.7000030500000065,-54675.625,41875.875,0.0,-15595.0,-53286.0,-14.919998199999995,-1467.0,-0.4499999999999993,0.19999999999999998
20433,2015,other,1,1948,1.0,1.0,41521,13124,28397,,115.0,125.5,247.9,255.3,3314418.0,3615268.0,0.0,513832.0,1753268.0,15612.0,1561222.0,0.0,No,,Compliant,,47.56279704,-122.38212068,98116.0,95.14,2.11,0.20000152999999443,-2.199998470000004,0.7999984700000056,-1.6999969499999992,2782.0,55665.8125,0.0,1649.0,5616.0,-28.89990200000011,-2845.0,-0.120000000000001,0.040000000000000036
20435,2015,supermarket/grocerystore,1,1946,1.0,2.0,25762,0,25762,100.0,91.1,89.4,286.2,280.7,2347893.0,2303300.0,0.0,688128.0,2347990.0,0.0,0.0,0.0,No,,Compliant,,47.56234935,-122.38090294,98126.0,16.37,0.24,-0.5,-3.39999847,-1.7000000000000028,-10.700001499999999,-23544.75,103003.75,0.0,-6900.8125,-23605.0,0.0,0.0,-0.16999999999999993,0.12
20439,2015,other,1,1984,1.0,1.0,33334,0,33334,,127.5,136.6,246.3,253.5,6376820.0,6832315.0,0.0,787793.0,2688061.0,36889.0,3688870.0,0.0,No,,Compliant,,47.56229286,-122.37856054,98126.0,214.65,6.09,-0.8000015299999959,-3.1000007600000004,3.7000031000000035,1.9000030999999922,-21687.25,-28902.25,0.0,16725.1875,57023.0,-787.3598633,-78755.0,-3.789999999999999,0.02999999999999997
20440,2015,small-andmid-sizedoffice,1,1981,1.0,3.0,43387,0,43387,62.0,58.1,58.9,168.2,169.0,2616127.0,2649091.0,0.0,676251.0,2307464.0,3088.0,308759.0,0.0,No,,Compliant,,47.5619656,-122.37860657,98126.0,32.48,0.52,0.2000003800000023,0.2000003800000023,0.800001530000003,0.800001530000003,6109.1875,6109.1875,0.0,1789.7968999999866,6078.0,0.0,0.0,0.040000000000000036,0.12000000000000001
20470,2015,mixeduseproperty,5,1979,1.0,1.0,39350,0,39350,,5.6,5.6,17.5,17.5,235541.0,235541.0,0.0,69033.0,235551.0,0.0,0.0,0.0,No,,Compliant,,47.72145421,-122.2960621,98125.0,1.64,0.02,2.5000003799999995,1.900000760000001,8.100000000000001,5.999996949999996,170644.375,271924.125,0.0,50012.90629999997,170592.0,0.0,0.0,1.1900000000000013,0.19000000000000003
20474,2015,other,5,1949,1.0,1.0,22405,0,22405,,191.2,194.3,323.4,322.2,3537977.0,3594204.0,0.0,318039.0,1085193.0,24528.0,2452829.0,0.0,No,,Compliant,,47.72032547,-122.2950916,98125.0,137.83,5.94,0.5000000949999999,0.1000000950000004,1.2999996199999977,0.4000003800000016,8424.398400000005,19369.898400000005,0.0,2469.1992200000022,8420.0,0.0,0.0,0.05999999999999994,0.03
20494,2015,other,5,2013,1.0,1.0,32590,0,32590,,49.7,49.7,69.7,69.7,1618695.0,1618695.0,0.0,80249.0,273819.0,13449.0,1344887.0,0.0,No,,Compliant,,47.72586701,-122.2871111,98125.0,73.34,2.21,1.2999992399999982,1.2999992399999982,3.9999969499999963,3.9999969499999963,67331.75,67331.75,0.0,19733.6875,67268.0,0.0,0.0,0.46999999999999886,0.08
20500,2015,non-refrigeratedwarehouse,2,1985,1.0,1.0,37500,0,37500,30.0,30.4,32.3,95.0,100.9,1866182.0,1983145.0,0.0,543115.0,1853184.0,131.0,13075.0,0.0,No,,Compliant,,47.55218148,-122.3232298,98108.0,13.61,0.15,4.400001529999997,-3.9000000000000057,2.1999999999999886,-6.5000030999999865,113806.5,388224.75,0.0,-8814.593699999998,-30114.0,1438.8291000000008,143882.0,7.429999999999993,0.41999999999999993
