OSEBuildingID,DataYear,PrimaryPropertyType,CouncilDistrictCode,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),OtherFuelUse(kBtu),DefaultData,Comment,ComplianceStatus,Outlier,Latitude,Longitude,ZipCode,TotalGHGEmissions,GHGEmissionsIntensity,SiteEUI(kBtu/sf)_diff1516,SiteEUIWN(kBtu/sf)_diff1516,SourceEUI(kBtu/sf)_diff1516,SourceEUIWN(kBtu/sf)_diff1516,SiteEnergyUse(kBtu)_diff1516,SiteEnergyUseWN(kBtu)_diff1516,SteamUse(kBtu)_diff1516,Electricity(kWh)_diff1516,Electricity(kBtu)_diff1516,NaturalGas(therms)_diff1516,NaturalGas(kBtu)_diff1516,TotalGHGEmissions_diff1516,GHGEmissionsIntensity_diff1516
235,2015,hotel,7,1998,1.0,7.0,207656,54341,153315,77.0,75.8,81.0,161.5,169.5,10735331.0,11474804.0,0.0,1625478.0,5546361.0,51892.0,5189200.0,0.0,No,,Compliant,,47.62754003,-122.3405732,98109.0,314.26,1.4,3.5,-0.20000149999999906,7.600012200000009,2.7000122000000033,325631.0,858765.0,0.0,52450.75,178675.0,1466.7304699999986,146668.0,9.04000000000002,0.31999999999999984
237,2015,k-12school,6,1999,1.0,2.0,67235,0,67235,85.0,35.2,38.7,91.8,95.5,2364351.0,2599890.0,0.0,517805.0,1766824.0,5976.0,597600.0,0.0,Yes,,Compliant,,47.68367156,-122.3729249,98117.0,44.06,0.54,0.6999992399999968,1.2000007600000018,-1.5299999915896478e-06,-0.800001530000003,44284.25,156081.75,0.0,-6868.6875,-23485.0,677.2009280000002,67720.0,3.4299999999999997,0.15
238,2015,small-andmid-sizedoffice,5,1957,1.0,2.0,85017,0,85017,40.0,97.0,106.3,255.1,269.5,9146727.0,10026737.0,0.0,2026677.0,6915309.0,22317.0,2231705.0,0.0,No,,Compliant,,47.69975953,-122.340249,98103.0,166.73,1.61,2.200000000000003,2.099996950000005,6.199996900000002,5.999993899999993,141344.0,155268.5,0.0,35264.625,120219.0,209.76952999999776,21022.0,1.9599999999999795,0.20000000000000018
239,2015,k-12school,1,1991,1.0,3.0,58118,0,58118,97.0,23.1,24.5,66.1,70.4,1362993.0,1444495.0,0.0,346393.0,1181942.0,1811.0,181100.0,0.0,Yes,,Compliant,,47.54026729,-122.3884963,98136.0,17.86,0.22,-22.1,-26.0,-69.5,-81.6,-1227290.0,-1227290.0,0.0,-359698.0,-1227341.0,0.0,0.0,-8.56,-0.06
241,2015,hotel,5,1968,1.0,4.0,64893,0,64893,73.0,93.3,93.6,178.5,179.4,6056481.0,6075196.0,0.0,732774.0,2500329.0,35563.0,3556255.0,0.0,No,,Compliant,,47.70923419,-122.3323693,98133.0,206.3,3.01,9.600000000000001,17.1,13.700000000000003,22.200000000000003,673413.0,1205029.75,0.0,37171.0,126811.0,5466.095700000002,546587.0,29.919999999999987,0.4500000000000002
242,2015,k-12school,5,1989,1.0,2.0,52792,0,52792,98.0,22.1,26.0,69.5,81.6,1227290.0,1440992.0,0.0,359698.0,1227341.0,0.0,0.0,0.0,No,,Compliant,,47.69820046,-122.321085,98115.0,8.56,0.06,3.2999984700000056,2.699998470000004,9.800003099999998,7.199996900000002,149085.25,194136.0,0.0,39344.40629999997,134194.0,148.65014599999995,14842.0,1.7199999999999989,0.25
243,2015,k-12school,2,1925,1.0,1.0,70762,0,70762,95.0,41.4,41.4,54.3,54.3,2933003.0,2933003.0,0.0,106764.0,364295.0,25687.0,2568723.0,0.0,Yes,,Compliant,,47.53836703,-122.2964274,98108.0,138.96,1.94,-0.09999923999999538,1.4000007600000046,-2.2000031000000035,-0.5999969000000078,-234544.0,2168320.0,0.0,-450870.0,-1540485.0,13038.179699999993,1303810.0,58.51999999999998,0.17000000000000004
244,2015,small-andmid-sizedoffice,7,1900,1.0,3.0,56456,0,56456,83.0,34.3,35.9,91.5,96.5,1527917.0,1599245.0,0.0,346833.0,1183443.0,3445.0,344523.0,0.0,No,,Compliant,,47.601058,-122.335182,98104.0,26.55,0.38,-2.999999240000001,-5.60000076,-9.599996900000008,-16.69999390000001,-537962.0,194153.0,0.0,-165518.25,-565136.0,268.02001999999993,26783.0,-2.519999999999996,0.21000000000000002
245,2015,other,2,1999,1.0,6.0,1585960,327680,1258280,,37.8,37.8,106.9,106.9,59991984.0,59991984.0,0.0,14940880.0,50980399.0,90137.0,9013708.0,0.0,No,,Compliant,,47.59435403,-122.3301787,98104.0,834.11,0.39,-2.5999984700000027,-7.5,-8.400006100000013,-23.60000310000001,-188109.75,210758.5,0.0,-55131.375,-188279.0,0.0,0.0,-1.3099999999999987,0.24999999999999997
247,2015,distributioncenter,2,1924,1.0,2.0,179161,0,179161,,55.2,61.9,165.9,184.3,9974370.0,11178092.0,0.0,2736475.0,9337240.0,6375.0,637519.0,0.0,No,,Compliant,,47.57125847,-122.331498,98134.0,98.95,0.33,0.9999984700000013,2.3999999999999986,3.299998500000001,7.400001500000002,1247188.0,-107128.0,0.0,359619.0,1225384.0,201.20310000001336,20151.0,9.61999999999989,0.15000000000000002
248,2015,non-refrigeratedwarehouse,2,1965,1.0,2.0,50000,0,50000,,58.5,69.0,183.8,216.8,4116805.0,4855148.0,0.0,1206566.0,4116974.0,0.0,0.0,0.0,No,,Compliant,,47.57125847,-122.331498,98134.0,28.7,0.22,-2.7000030500000065,-4.300003050000001,-5.0,-5.400003099999992,-389467.0,-244628.0,0.0,-44655.0,-152628.0,-2371.4492200000022,-237105.0,-13.659999999999968,0.08999999999999986
249,2015,other,2,1999,1.0,3.0,1172127,0,1172127,,49.1,46.6,121.8,114.0,57514116.0,54628004.0,0.0,11546120.0,39396997.0,181188.0,18118769.0,0.0,No,,Compliant,,47.59134229,-122.3319719,98134.0,1236.93,0.91,7.89999924,7.89999924,24.599998470000003,24.599998470000003,624416.25,624416.25,0.0,183005.5,624342.0,0.0,0.0,4.349999999999998,0.15
250,2015,hotel,2,2005,1.0,9.0,168449,14567,153882,61.0,90.9,93.5,188.0,188.1,13116256.0,13484454.0,0.0,1871218.0,6384861.0,67317.0,6731660.0,0.0,No,,Compliant,,47.59271999,-122.3336896,98134.0,402.03,2.22,-0.3000007600000032,-5.199998470000004,-2.500000759999999,-9.100003049999998,-78394.0,1016365.0,0.0,-73723.6875,-251684.0,1731.40625,173150.0,7.440000000000055,0.09000000000000008
257,2015,non-refrigeratedwarehouse,1,1916,1.0,4.0,79600,0,79600,55.0,22.4,22.4,70.5,70.5,1786986.0,1786986.0,0.0,523736.0,1787060.0,0.0,0.0,0.0,No,,Compliant,,47.57463912,-122.3560342,98134.0,12.46,0.06,5.399993899999998,4.399993899999998,11.900012199999992,10.799987799999997,1192892.0,1862276.0,0.0,133776.0,454582.0,7364.0,736445.0,42.289999999999964,0.7100000000000002
260,2015,sps-districtk-12,4,1997,1.0,4.0,241066,0,241066,74.0,32.6,42.1,63.3,75.3,7870351.0,10142007.0,0.0,981202.0,3348000.0,45225.0,4522491.0,0.0,No,,Compliant,,47.66006599,-122.3393444,98103.0,263.53,1.03,-3.9999968999999993,-2.9000000000000057,-13.199987799999974,-6.099993900000015,-342902.0,-238873.0,0.0,-105647.75,-360775.0,176.16015999999945,17567.0,-1.5800000000000125,0.07
261,2015,largeoffice,1,1980,16.0,2.0,334368,31874,302494,,154.5,157.5,439.3,442.5,52273792.0,53294752.0,0.0,13149160.0,44866796.0,74089.0,7408855.0,0.0,No,,Compliant,,47.52440204,-122.3115544,98108.0,706.26,1.53,-0.49999694999999633,-1.300001530000003,-2.1000060999999732,-4.5,-50878.0,255244.0,0.0,-25925.5,-88882.0,375.54003900000043,37578.0,1.3799999999999955,0.41
263,2015,other,5,2008,1.0,6.0,419848,335109,84739,,111.8,111.9,298.9,291.2,9477865.0,9478424.0,0.0,2155837.0,7356021.0,21221.0,2122149.0,0.0,No,,Compliant,,47.7024765,-122.32480621,98125.0,163.99,0.32,2.800001530000003,0.29999847000000557,3.9999938999999927,3.6000031000000092,350487.0,753046.0,0.0,18052.625,61370.0,2888.9414099999995,288891.0,15.78000000000003,0.3400000000000003
267,2015,hotel,7,1999,1.0,0.0,934292,0,934292,,115.7,115.7,271.7,271.7,63811044.0,63811044.0,0.0,11625540.0,39667989.0,241447.0,24144689.0,0.0,No,,Compliant,,47.61267744,-122.33393177,98101.0,1558.85,1.49,0.4999998089999993,0.3000000000000007,1.0000007600000025,0.9000003800000016,32965.375,55421.5,0.0,4943.0,16848.0,161.0,16100.0,0.9700000000000006,0.04000000000000001
268,2015,hospital,3,1990,1.0,5.0,597519,0,597519,45.0,228.8,236.9,434.8,434.9,137635696.0,142494256.0,0.0,16416700.0,56016106.0,816219.0,81621919.0,0.0,No,,Compliant,,47.60710663,-122.3107827,98122.0,4725.43,7.51,-1.9999938999999927,-0.8000030999999979,-5.600006099999973,4.499987799999985,-2721856.0,859104.0,-126688.0,-645044.0,-2207984.0,-3942.7089799999994,-394295.0,-46.06999999999971,0.5899999999999999
273,2015,k-12school,1,1999,1.0,1.0,71714,0,71714,89.0,31.0,33.6,88.0,93.1,2223321.0,2407341.0,0.0,557802.0,1903299.0,3201.0,320100.0,0.0,Yes,,Compliant,,47.52560204,-122.3487068,98106.0,30.27,0.31,-4.999996949999996,-6.099999999999994,-15.799996900000025,-16.899993900000027,-515249.0,-339227.0,0.0,-152512.5,-520703.0,51.611329999999725,5123.0,-3.3600000000000136,0.2999999999999998
274,2015,non-refrigeratedwarehouse,4,1991,1.0,3.0,75397,8161,67236,91.0,7.7,8.2,20.7,21.2,516216.0,551381.0,0.0,119143.0,406533.0,1097.0,109700.0,0.0,No,,Compliant,,47.65094364,-122.3422377,98103.0,8.66,0.09,2.89999847,1.7000007600000018,3.0,2.599996950000005,600249.0,1465545.0,0.0,-103.375,-555.0,6006.021479999999,600602.0,31.889999999999986,0.25
276,2015,hospital,3,2000,1.0,8.0,1158691,0,1158691,30.0,219.1,220.5,508.5,498.3,295812640.0,297740960.0,122701720.0,50083380.0,170891586.0,22264.0,2226424.0,0.0,No,,Compliant,,47.60387131,-122.3226998,98104.0,10780.64,8.67,5.399996950000002,3.9000000000000057,2.800003099999998,1.1999939000000097,271531.25,562496.5,0.0,-20049.593700000027,-68481.0,3399.1875,339941.0,17.58,0.48999999999999977
278,2015,seniorcarecommunity,2,1999,1.0,5.0,102796,12611,90185,,103.3,106.1,270.1,273.0,10620628.0,10902412.0,0.0,2329774.0,7949519.0,26714.0,2671438.0,0.0,No,,Compliant,,47.59626518,-122.3219466,98134.0,197.3,1.59,-11.300000760000003,-19.70000076,-12.000000759999999,-20.799999999999997,-625847.0,-405566.75,0.0,-1302.099976,-4442.0,-6214.10937,-621405.0,-33.040000000000006,-0.5899999999999999
279,2015,k-12school,1,2002,1.0,2.0,208981,0,208981,84.0,36.2,41.5,87.0,92.6,7564604.0,8680483.0,0.0,1434702.0,4895406.0,26694.0,2669400.0,0.0,Yes,,Compliant,,47.57662845,-122.3846578,98116.0,175.9,0.74,-1.4000030999999922,-4.400001500000002,-6.000006100000007,-6.2000031000000035,-151779.0,528919.0,0.0,-66390.125,-226680.0,747.7578099999955,74742.0,2.3899999999999864,0.16999999999999993
281,2015,k-12school,4,1928,1.0,2.0,55653,0,55653,84.0,36.1,48.5,38.3,51.3,2003474.0,2690623.0,0.0,3101.0,10580.0,19929.0,1992894.0,0.0,No,,Compliant,,47.66549171,-122.3140067,98105.0,105.92,1.9,1.6000000000000014,-1.2999992399999982,2.4000000000000057,0.2000030500000065,89534.75,412855.5,0.0,6160.1875,20981.0,684.7206999999999,68515.0,3.779999999999987,0.1399999999999999
282,2015,hotel,4,1931,1.0,16.0,106860,0,106860,46.0,113.1,122.5,192.9,196.9,12087498.0,13085938.0,0.0,1110277.0,3788422.0,82992.0,8299234.0,0.0,No,,Compliant,,47.66156526,-122.3146098,98105.0,467.18,4.22,-0.10000153000000012,-3.4000007600000046,-2.699998469999997,-6.199998499999992,-9978.5,527374.0,0.0,-37634.0,-128509.0,1183.9453099999992,118430.0,5.400000000000006,0.15999999999999992
283,2015,small-andmid-sizedoffice,5,1972,1.0,5.0,50759,0,50759,63.0,60.0,60.0,168.2,168.2,3045139.0,3045139.0,0.0,749210.0,2556409.0,4888.0,488836.0,0.0,No,,Compliant,,47.71892746,-122.2947589,98125.0,43.78,0.65,0.7999999999999972,-0.8000015299999959,-2.7999969499999935,-4.500001529999992,216758.0,926609.0,0.0,-137110.75,-468140.0,6845.785159999999,684579.0,33.099999999999994,0.25
284,2015,worshipfacility,4,1952,1.0,2.0,56772,0,56772,49.0,41.4,50.0,78.6,87.6,2349950.0,2835789.0,0.0,279629.0,954132.0,13959.0,1395857.0,0.0,No,,Compliant,,47.66176886,-122.3112037,98105.0,80.79,1.35,1.1000015300000001,-2.300001529999996,1.5000015299999916,-3.7000015299999944,79091.0,356986.75,0.0,4070.5,13823.0,652.0224600000001,65202.0,3.5600000000000023,0.14
285,2015,worshipfacility,4,1952,1.0,3.0,103000,0,103000,40.0,47.2,55.7,99.6,108.6,4864408.0,5741732.0,0.0,722990.0,2466944.0,23976.0,2397565.0,0.0,No,,Compliant,,47.66262897,-122.3114754,98105.0,144.53,1.3,0.5,2.2000007600000018,-1.4999969499999963,0.20000000000000284,38415.0,161481.25,0.0,-21530.093700000027,-73535.0,1118.7524409999996,111875.0,5.43,0.16999999999999998
286,2015,k-12school,4,2006,1.0,3.0,269297,0,269297,79.0,38.2,42.4,99.6,104.1,10281586.0,11430634.0,0.0,2248472.0,7672105.0,26098.0,2609800.0,0.0,Yes,,Compliant,,47.67746117,-122.3130281,98115.0,192.09,0.59,0.2999992399999982,-2.4999996200000005,-0.10000153000000012,-6.200000000000003,49062.5,362158.25,0.0,-9418.375,-32257.0,811.9765630000002,81198.0,4.090000000000003,0.12
287,2015,k-12school,4,2001,1.0,3.0,75174,0,75174,80.0,35.3,42.4,80.9,91.3,2654755.0,3183918.0,0.0,461798.0,1575720.0,10791.0,1079100.0,0.0,Yes,,Compliant,,47.67115081,-122.2918182,98115.0,68.3,0.82,-2.4000015299999973,-5.700001529999994,-7.399996900000005,-18.099998499999998,-119502.5,38576.5,0.0,-35024.3125,-119603.0,0.0,0.0,-0.8299999999999983,0.15
289,2015,k-12school,7,2003,1.0,3.0,75214,0,75214,87.0,30.5,30.5,82.3,82.3,2295845.0,2295845.0,0.0,529644.0,1807220.0,4887.0,488700.0,0.0,Yes,,Compliant,,47.64090041,-122.3656176,98119.0,38.55,0.41,-3.8999999999999986,-14.800001530000003,-5.099998470000003,-18.599998470000003,-360200.0,294096.0,0.0,-13096.6875,-44726.0,-3155.2304700000022,-315516.0,-17.069999999999993,-0.14000000000000012
290,2015,k-12school,1,2005,1.0,3.0,134918,0,134918,92.0,28.0,33.1,74.7,85.2,3773040.0,4466541.0,0.0,857925.0,2927362.0,8458.0,845800.0,0.0,Yes,,Compliant,,47.5724098,-122.3916721,98116.0,65.33,0.39,-3.8999999999999986,-3.8999999999999986,-13.600006100000002,-13.600006100000002,-493208.0,-493208.0,0.0,-172086.5,-587421.0,939.5964359999998,93952.0,0.8900000000000006,0.21
291,2015,k-12school,3,1991,1.0,2.0,64414,0,64414,63.0,37.5,43.3,117.7,136.0,2414679.0,2790234.0,0.0,707702.0,2414779.0,0.0,0.0,0.0,Yes,,Compliant,,47.59101433,-122.2981281,98144.0,16.83,0.1,1.1999992399999968,-1.1000007600000004,-4.299999999999997,-7.100001500000005,127478.0,434058.0,428936.5,-88352.8125,-301576.0,0.0,0.0,31.00999999999999,0.40000000000000013
292,2015,k-12school,6,1927,1.0,3.0,92437,0,92437,71.0,53.9,71.9,79.5,100.5,4986643.0,6645204.0,0.0,296762.0,1012592.0,39741.0,3974093.0,0.0,Yes,,Compliant,,47.67726399,-122.3223367,98115.0,218.12,2.31,-7.200006099999996,-3.300012200000026,-22.70002439999996,-10.200000000000045,-1471312.0,-1993632.0,0.0,-431222.0,-1473972.0,0.0,0.0,-10.259999999999991,1.14
293,2015,other,7,1914,1.0,7.0,128766,0,128766,,50.9,50.9,156.0,156.0,6550618.0,6550618.0,0.0,1852230.0,6320071.0,2308.0,230808.0,0.0,No,,Compliant,,47.61104202,-122.33238983,98101.0,56.32,0.23,1.2999984700000056,-0.9000015299999973,2.400003049999995,-2.39999847,73707.375,272646.5,0.0,8610.6875,29331.0,443.1196289999998,44327.0,2.5600000000000023,0.13
295,2015,other,7,1955,1.0,15.0,230880,0,230880,,313.6,307.1,984.8,964.2,63668488.0,62337120.0,0.0,18660170.0,63671143.0,0.0,0.0,0.0,No,,Compliant,,47.60683648,-122.3346694,98101.0,443.86,0.74,-2.60000153,-4.800003050000001,-4.700006099999996,-8.500003099999986,-114343.25,-22335.5,0.0,-11877.875,-40640.0,-737.9200439,-73815.0,-4.199999999999999,0.10999999999999999
300,2015,k-12school,2,2007,1.0,3.0,204961,0,204961,94.0,38.9,45.1,89.8,96.2,7971886.0,9239505.0,0.0,1405828.0,4796884.0,31752.0,3175200.0,0.0,Yes,,Compliant,,47.55156934,-122.3138036,98108.0,202.07,0.89,11.400006100000013,8.80000609999999,8.900006099999985,6.999987799999985,1393358.0,2061686.0,0.0,-53338.5,-182261.0,15753.546899999987,1575347.0,82.40000000000009,0.9000000000000004
302,2015,other,7,1973,1.0,1.0,76086,0,76086,,37.3,43.4,81.9,88.3,2903161.0,3377544.0,0.0,466505.0,1591782.0,13114.0,1311445.0,0.0,No,,Compliant,,47.63640533,-122.3791694,98119.0,80.75,0.97,-6.300001500000008,-8.4999969,-17.50000609999998,-17.499996900000014,-1359880.0,-771284.0,0.0,-330600.25,-1128628.0,-2318.8359000000055,-231875.0,-20.16999999999996,0.2100000000000004
313,2015,medicaloffice,7,1927,1.0,5.0,190000,39000,151000,7.0,126.6,126.1,330.0,328.5,19816686.0,19745870.0,0.0,4325766.0,14760126.0,50572.0,5057172.0,0.0,No,,Compliant,,47.61994816,-122.3606641,98119.0,371.48,1.62,-4.100003049999998,-1.4999984700000084,-11.200006099999996,-5.0,-1128042.0,-955390.0,0.0,-267568.5,-913553.0,-2151.0,-215100.0,-17.789999999999964,0.17999999999999972
314,2015,hotel,7,1961,1.0,4.0,122309,0,122309,13.0,196.7,204.8,317.7,323.3,24060332.0,25053130.0,0.0,1906367.0,6504794.0,175558.0,17555808.0,0.0,No,,Compliant,,47.61245737,-122.3521832,98121.0,977.73,7.77,-12.10000310000001,-15.800000000000011,-39.4999878000001,-43.4999878000001,-837777.0,-440963.0,0.0,-261165.75,-891572.0,533.0390600000028,53320.0,-3.3899999999999864,0.6599999999999997
315,2015,other,7,1995,4.0,3.0,215476,0,215476,,116.9,121.8,266.4,269.3,25377650.0,26431774.0,0.0,4371882.0,14917481.0,104608.0,10460791.0,0.0,No,,Compliant,,47.61120625,-122.34849684,98121.0,659.56,2.76,62.2000031,69.59999690000001,98.90001219999999,106.80000609999996,4027522.0,4517066.0,0.0,302641.625,1032499.0,29948.96875,2994909.0,166.26,2.83
316,2015,hotel,7,2003,1.0,8.0,254273,38800,215473,23.0,100.3,98.4,216.1,210.0,27787286.0,27255250.0,0.0,4301432.0,14677095.0,131108.0,13110800.0,0.0,No,,Compliant,,47.61067514,-122.3465482,98121.0,798.63,2.89,0.20000000000000284,-2.299999999999997,1.4000000000000057,-1.6000015300000001,7587.625,128232.5,-16416.1875,7034.703100000013,23967.0,0.0,0.0,-1.1000000000000014,-0.26
317,2015,other,7,1980,1.0,2.0,69400,0,69400,,225.8,235.3,581.2,591.2,15671253.0,16330225.0,0.0,3348613.0,11425942.0,42458.0,4245784.0,0.0,No,,Compliant,,47.60725784,-122.34207153,98101.0,305.15,3.69,3.7999999946691787e-07,-0.2000003800000023,0.10000153000000012,-0.6999984700000041,5204.5,164654.0,0.0,1525.75,5049.0,0.0,0.0,0.03999999999999915,0.08
318,2015,other,7,1900,1.0,1.0,62900,0,62900,,96.1,96.1,187.8,187.8,6366808.0,6366808.0,0.0,807538.0,2755434.0,36115.0,3611488.0,0.0,No,,Compliant,,47.60411925,-122.3396021,98104.0,211.01,3.17,-4.800003050000001,-3.800003050000001,-15.099993900000015,-11.800006099999962,-484423.0,-380574.0,0.0,-141976.5,-484850.0,0.0,0.0,-3.3800000000000097,0.41000000000000003
319,2015,small-andmid-sizedoffice,7,1914,1.0,4.0,40000,0,40000,98.0,34.3,39.8,83.1,89.7,1372706.0,1590846.0,509178.0,253086.0,863565.0,0.0,0.0,0.0,No,,Compliant,,47.60272217,-122.33557892,98104.0,45.32,1.04,2.7999984700000056,4.7999969499999935,5.099993899999987,14.300000000000011,177450.0,338735.5,0.0,18115.75,61635.0,1155.97998,115640.0,6.57,0.32999999999999996
320,2015,non-refrigeratedwarehouse,2,2008,1.0,4.0,203504,0,203504,72.0,18.6,19.6,58.3,61.6,3780078.0,3993902.0,0.0,1107877.0,3780233.0,0.0,0.0,0.0,No,,Compliant,,47.59457628,-122.3244189,98134.0,26.35,0.05,-1.5999984700000027,-0.9000015299999973,-6.4999939000000495,-5.700006099999996,-514404.0,-364688.0,0.0,-196387.0,-670858.0,1556.5161129999997,155666.0,3.6000000000000227,0.37
322,2015,largeoffice,7,1968,1.0,3.0,100734,26731,74003,34.0,102.0,102.0,320.2,320.2,10273140.0,10273140.0,0.0,3010885.0,10273566.0,0.0,0.0,0.0,No,,Compliant,,47.61744918,-122.35032532,98121.0,71.62,0.27,-0.9000000000000057,-0.9000000000000057,-2.9000000000000057,-2.9000000000000057,-127838.0,-127838.0,0.0,-37468.0,-128873.0,0.0,0.0,-0.8899999999999864,0.29
323,2015,small-andmid-sizedoffice,7,1981,1.0,4.0,79678,17570,62108,59.0,77.8,78.4,223.8,216.2,4829951.0,4870875.0,0.0,1238069.0,4224467.0,6057.0,605658.0,0.0,No,,Compliant,,47.61698381,-122.34958888,98121.0,61.62,0.55,-0.5000007599999989,-0.2999992399999982,-2.2000031000000035,-1.3999938999999983,-370404.0,-395556.0,7141.800780000001,-159028.0,-544183.0,1650.8398400000005,165042.0,5.5400000000000205,0.23999999999999994
324,2015,largeoffice,7,1978,1.0,12.0,234000,21790,212210,36.0,91.0,91.0,283.1,283.1,19176010.0,19176010.0,0.0,5544028.0,18917009.0,2598.0,259786.0,0.0,No,,Compliant,,47.61591919,-122.34571548,98121.0,145.67,0.27,0.49999924000000107,62.40000153,1.8000000000000114,195.8999939,396004.0,1775656.0,0.0,113683.0,386207.0,5382.505371,538251.0,31.29000000000002,0.26
325,2015,retailstore,7,1989,1.0,4.0,111077,0,111077,91.0,60.6,62.1,190.2,195.1,9898724.0,10155788.0,0.0,2901150.0,9899135.0,0.0,0.0,0.0,No,,Compliant,,47.61171108,-122.33681575,98101.0,69.01,0.24,-1.999999240000001,-2.89999847,-5.899993899999998,-8.399993899999998,-1155650.0,-447366.0,0.0,-290080.0,-990951.0,-1659.2304699999986,-165899.0,-15.70999999999998,0.13999999999999996
326,2015,largeoffice,7,1989,1.0,25.0,369996,0,369996,71.0,65.4,65.4,205.4,205.4,24882924.0,24882924.0,0.0,7292768.0,24883957.0,0.0,0.0,0.0,No,,Compliant,,47.61175275,-122.33667433,98101.0,173.47,0.18,5.900001529999997,1.7000015299999944,9.9999969,4.80000609999999,307064.0,689416.5,232534.75,21843.593799999973,74476.0,0.0,0.0,18.47,0.3799999999999999
327,2015,retailstore,7,1925,1.0,10.0,693450,0,693450,92.0,58.3,58.0,175.9,175.0,40433292.0,40250124.0,14089.0,11148790.0,38041251.0,23795.0,2379542.0,0.0,Yes,,Compliant,,47.6124792,-122.33586069,98101.0,392.65,0.33,1.1000000000000014,3.1000000000000014,2.5000031000000007,4.8000061000000045,193464.0,535208.0,0.0,31133.0,105950.0,872.2197300000007,87237.0,5.3700000000000045,0.16999999999999998
328,2015,largeoffice,7,1976,1.0,33.0,791396,0,791396,89.0,59.8,0.0,187.7,0.0,40451748.0,0.0,0.0,11855730.0,40453430.0,0.0,0.0,0.0,No,,Compliant,,47.61323929,-122.33440399,98101.0,282.01,0.14,1.6999984700000041,0.20000152999999443,5.199996900000002,0.4999969000000135,101553.0,336714.75,0.0,29763.25,101400.0,0.0,0.0,0.7100000000000009,0.22999999999999998
329,2015,largeoffice,7,2000,1.0,23.0,747747,205076,542671,88.0,58.2,60.3,170.5,177.0,32141070.0,33271260.0,0.0,8462395.0,28874890.0,32674.0,3267376.0,0.0,No,,Compliant,,47.61374903,-122.33507976,98101.0,374.82,0.34,7.39999847,2.4000000000000057,18.299996899999996,11.500003099999986,1689477.0,2799034.0,595132.0,320733.25,1094052.0,0.0,0.0,53.56,0.32000000000000006
330,2015,small-andmid-sizedoffice,7,1926,1.0,10.0,63409,7757,55652,92.0,61.0,72.7,121.7,135.8,3137206.0,3742258.0,1853890.0,376118.0,1283369.0,0.0,0.0,0.0,No,,Compliant,,47.61378582,-122.33638554,98101.0,152.04,2.31,4.10000153,4.10000153,11.69999390000001,11.69999390000001,2376248.0,2376248.0,0.0,609075.5,2077167.0,2980.726563,298079.0,30.319999999999993,0.16999999999999998
331,2015,largeoffice,7,1930,1.0,17.0,204790,30000,174790,92.0,43.4,43.4,125.3,125.3,7546235.0,7546235.0,0.0,1943098.0,6630126.0,9164.0,916385.0,0.0,No,,Compliant,,47.61391297,-122.33581187,98101.0,94.89,0.32,-4.300000760000003,0.20000152999999443,-13.400000000000006,-6.0,-692999.0,-197290.0,-14916.25,-198735.375,-678374.0,0.0,0.0,-5.8799999999999955,0.1200000000000001
332,2015,small-andmid-sizedoffice,7,1916,1.0,5.0,73399,0,73399,63.0,59.4,64.7,186.5,203.2,3655453.0,3981771.0,0.0,1071352.0,3655605.0,0.0,0.0,0.0,No,,Compliant,,47.61232632,-122.33842968,98101.0,25.48,0.13,1.6000007600000004,1.8000015299999959,4.69999390000001,5.599996900000008,1122924.0,959088.0,0.0,329107.0,1121319.0,0.0,0.0,7.830000000000041,0.21000000000000002
333,2015,largeoffice,7,1969,1.0,20.0,265851,32334,233517,95.0,57.2,67.1,128.4,140.3,12943756.0,15191665.0,5973700.0,2042807.0,6970347.0,0.0,0.0,0.0,No,,Compliant,,47.61419225,-122.33715661,98101.0,509.69,1.8,0.7000007600000018,-0.7999984700000056,2.0000061000000073,-2.299993900000004,213072.0,814846.0,0.0,60070.0,204231.0,81.24133299999994,8109.0,1.8599999999999852,0.16000000000000003
334,2015,largeoffice,7,2009,1.0,25.0,758043,228668,529375,96.0,42.3,42.3,130.7,130.7,24641772.0,24672050.0,0.0,7049671.0,24054476.0,5883.0,588294.0,0.0,No,,Compliant,,47.61586761,-122.33737946,98121.0,198.93,0.13,13.999987799999985,12.199999999999989,19.30001219999997,21.399987800000076,3509940.0,4173256.0,0.0,157444.0,535949.0,29727.3125,2972737.0,161.62000000000012,0.9699999999999998
335,2015,largeoffice,7,1968,1.0,12.0,206000,0,206000,88.0,57.6,56.2,152.9,148.5,9273278.0,9047478.0,2327413.0,2035717.0,6946155.0,0.0,0.0,0.0,No,,Compliant,,47.61673455,-122.34198091,98121.0,228.07,0.96,-2.5999992399999954,-3.5000015299999987,-8.799993900000004,-10.999996900000014,-208746.25,23324.5,36020.8125,-71737.5,-244926.0,0.0,0.0,1.0700000000000003,0.19999999999999996
