OSEBuildingID,PrimaryPropertyType,CouncilDistrictCode,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuildings,ENERGYSTARScore,SiteEUIkBtusf,SiteEUIWNkBtusf,SourceEUIkBtusf,SourceEUIWNkBtusf,SiteEnergyUsekBtu,SiteEnergyUseWNkBtu,SteamUsekBtu,ElectricitykWh,ElectricitykBtu,NaturalGastherms,NaturalGaskBtu,OtherFuelUsekBtu,Outlier,TotalGHGEmissions,GHGEmissionsIntensity,SiteEUIkBtusf_diff1516,SiteEUIWNkBtusf_diff1516,SourceEUIkBtusf_diff1516,SourceEUIWNkBtusf_diff1516,SiteEnergyUsekBtu_diff1516,SiteEnergyUseWNkBtu_diff1516,SteamUsekBtu_diff1516,ElectricitykWh_diff1516,ElectricitykBtu_diff1516,NaturalGastherms_diff1516,NaturalGaskBtu_diff1516,TotalGHGEmissions_diff1516,GHGEmissionsIntensity_diff1516
25572,retailstore,4.0,1930.0,1.0,1.0,46059.0,0.0,46059.0,77.0,36.8,36.8,107.8,107.8,1692851.0,1692851.0,0.0,446342.0,1522982.0,1699.0,169932.0,0.0,nan,19.64,0.28,0.0,0.0,0.0,0.0,0.0,63216.0,0.0,-4729.5,0.0,-1562.6210900000003,0.0,0.0,0.0999999999999998
25635,medicaloffice,4.0,1970.0,1.0,2.0,23595.0,0.0,23595.0,76.0,33.4,34.5,103.5,106.9,788976.0,814357.0,0.0,226227.0,771918.0,171.0,17090.0,0.0,nan,6.29,0.13,3.399996950000002,10.10000153,3.39999847,10.399998499999995,73855.25,218932.75,0.0,-472.1015599999955,0.0,754.6396499999992,75467.0,4.0,0.25
25654,retailstore,2.0,1900.0,1.0,2.0,21600.0,0.0,21600.0,,9.0,9.0,28.3,28.3,184077.0,184077.0,0.0,53950.0,184085.0,0.0,0.0,0.0,nan,1.28,0.02,1.8000000000000007,4.299999809999999,1.2000003800000023,4.100000380000001,44327.5,99891.3125,0.0,-2304.398439999997,0.0,522.3500979999999,52191.0,2.709999999999999,0.13
25657,small-andmid-sizedoffice,7.0,1900.0,1.0,3.0,28142.0,0.0,28142.0,93.0,34.6,37.4,73.5,74.2,972608.0,1051919.0,296619.0,140590.0,479712.0,1963.0,196298.0,0.0,nan,36.66,1.23,0.0,3.2999992399999982,0.0,0.0,0.0,53393.75,0.0,-17857.906199999998,0.0,539.5261230000001,53932.0,2.4399999999999995,0.22
25658,small-andmid-sizedoffice,7.0,1900.0,1.0,3.0,28760.0,0.0,28760.0,,110.3,117.3,175.1,181.9,2683383.0,2854704.0,505677.0,191489.0,653388.0,15243.0,1524345.0,0.0,nan,124.54,4.23,0.8999999999999986,0.0,1.2999984700000056,0.0,19825.125,133691.375,0.0,1016.0,3455.0,163.4003900000007,16357.0,0.8900000000000006,0.1
25659,small-andmid-sizedoffice,7.0,1902.0,1.0,4.0,39030.0,0.0,39030.0,99.0,19.5,19.5,53.1,53.1,756267.0,756267.0,0.0,176620.0,602651.0,1536.0,153641.0,0.0,low outlier,12.36,0.25,1.000000759999999,0.1000015300000001,3.1999984999999924,0.4000015000000019,43340.5,95285.25,0.0,12702.3125,43281.0,0.0,0.0,0.2999999999999989,0.1
25660,small-andmid-sizedoffice,7.0,1902.0,1.0,4.0,27838.0,0.0,27838.0,71.0,48.3,50.1,151.7,157.3,1344512.0,1394843.0,0.0,394054.0,1344568.0,0.0,0.0,0.0,nan,9.37,0.13,3.0,0.0,2.800001500000008,0.0,87148.0,439848.0,0.0,-1188.7030999999988,0.0,911.7910200000006,91205.0,4.820000000000007,0.2599999999999998
25661,small-andmid-sizedoffice,7.0,1909.0,1.0,3.0,47215.0,0.0,47215.0,73.0,66.0,72.9,162.0,169.7,3039626.0,3354191.0,0.0,598484.0,2042113.0,9976.0,997598.0,0.0,nan,67.22,1.24,0.0,0.0,0.0,0.0,0.0,50757.0,0.0,-13291.398400000004,0.0,322.7602539999998,32262.0,1.3999999999999986,0.12
25663,other,3.0,1926.0,1.0,2.0,61580.0,27000.0,34580.0,,120.6,134.3,323.9,352.1,4376927.0,4871207.0,0.0,1003238.0,3423190.0,9539.0,953877.0,0.0,nan,74.52,0.97,0.0,0.0,1.400001500000002,0.0,0.0,302402.5,0.0,52430.70310000001,178864.0,-4474.539060000003,0.0,0.0,0.0
25664,small-andmid-sizedoffice,3.0,1917.0,1.0,3.0,30720.0,0.0,30720.0,,40.0,44.9,98.7,103.9,1227772.0,1380637.0,0.0,244510.0,834303.0,3935.0,393503.0,0.0,nan,26.71,0.75,0.5999992399999954,0.8999999999999986,0.4000015299999973,1.800001530000003,10400.875,31805.5,0.0,-721.2969000000012,0.0,128.28979500000014,12861.0,0.6600000000000001,0.0999999999999999
25666,mixeduseproperty,3.0,1916.0,1.0,2.0,20640.0,0.0,20640.0,,16.1,16.1,50.7,50.7,345399.0,345399.0,0.0,101231.0,345413.0,0.0,0.0,0.0,nan,2.41,0.04,0.1999992399999968,0.0,0.0,0.0,9038.875,68666.75,0.0,-8511.093700000027,0.0,380.419922,38077.0,1.8200000000000005,0.14
25667,mixeduseproperty,3.0,1912.0,1.0,2.0,34914.0,0.0,34914.0,,45.1,43.0,141.5,134.9,1417852.0,1351681.0,0.0,415549.0,1417910.0,0.0,0.0,0.0,nan,9.88,0.11,0.9000007600000011,0.0,2.2999984700000056,0.0,23211.3125,66354.0,0.0,5025.593800000002,17126.0,61.04003899999998,6063.0,0.4399999999999977,0.1099999999999999
25670,small-andmid-sizedoffice,3.0,1906.0,1.0,3.0,20897.0,0.0,20897.0,,52.5,52.5,140.1,140.1,896403.0,896403.0,0.0,203165.0,693226.0,2032.0,203205.0,0.0,nan,15.62,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17378.093699999998,0.0,0.0,0.0,0.0,0.09
25671,retailstore,3.0,1916.0,1.0,2.0,36940.0,0.0,36940.0,98.0,17.6,17.6,55.4,55.4,651493.0,651493.0,0.0,190942.0,651519.0,0.0,0.0,0.0,nan,4.54,0.05,0.0,0.0,0.4999984700000084,0.0,0.0,60368.25,0.0,2953.0938000000024,10044.0,-120.86999500000002,0.0,0.0,0.07
25672,small-andmid-sizedoffice,3.0,1913.0,1.0,3.0,22866.0,0.0,22866.0,,49.1,49.1,130.3,130.3,1123416.0,1123416.0,0.0,252275.0,860798.0,2627.0,262654.0,0.0,nan,19.95,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-247459.09370000003,0.0,2007.239746,200680.0,4.769999999999996,0.49
25673,retailstore,3.0,1920.0,1.0,1.0,30240.0,0.0,30240.0,78.0,37.8,36.8,107.1,104.0,1244824.0,1212292.0,0.0,311107.0,1061540.0,1833.0,183328.0,0.0,nan,17.14,0.42,0.0,0.0,0.0,0.0,0.0,112394.25,0.0,-6337.5,0.0,0.0,0.0,0.0,0.1099999999999999
25694,other,4.0,1962.0,1.0,2.0,28586.0,0.0,28586.0,,188.7,188.7,592.7,592.7,5100196.0,5100196.0,0.0,1494782.0,5100408.0,0.0,0.0,0.0,nan,35.56,0.48,0.0,0.0,0.0,0.0,8034.6875,43446.0,0.0,2354.7031000000134,8003.0,0.0,0.0,0.0500000000000007,0.0699999999999999
25709,hotel,2.0,1908.0,1.0,3.0,28800.0,0.0,28800.0,,175.3,174.3,278.2,275.2,5047936.0,5020278.0,0.0,380222.0,1297371.0,37506.0,3750619.0,0.0,nan,208.24,7.04,1.3000003800000002,0.0999992399999989,4.099996950000005,0.4000000000000057,79736.75,181437.25,0.0,23369.593799999973,79678.0,0.0,0.0,0.5600000000000005,0.11
25711,restaurant,2.0,1913.0,1.0,3.0,28800.0,0.0,28800.0,,33.4,35.4,64.5,64.9,961618.0,1019642.0,0.0,118837.0,405488.0,5561.0,556146.0,0.0,nan,32.36,1.06,0.8999984700000034,0.0,2.7000031000000035,0.0,36358.0,132112.75,0.0,10656.1875,36301.0,0.0,0.0,0.25,0.15
25713,small-andmid-sizedoffice,2.0,1979.0,1.0,3.0,35202.0,0.0,35202.0,3.0,98.8,98.8,310.2,310.2,3295030.0,3295030.0,0.0,965718.0,3295167.0,0.0,0.0,0.0,nan,22.97,0.25,0.0999992399999989,0.0,0.0999992399999953,0.0,1215.0937999999733,9168.093799999971,0.0,-117.69922000000224,0.0,16.18994100000009,1615.0,0.0799999999999983,0.04
25737,seniorcarecommunity,7.0,1969.0,1.0,6.0,95117.0,26082.0,69035.0,1.0,106.8,110.8,243.0,247.3,7374529.0,7652292.0,0.0,1267040.0,4323320.0,30514.0,3051388.0,0.0,nan,192.2,1.83,0.0,0.0,0.0,0.0,0.0,70210.25,0.0,15563.703100000012,53080.0,-2656.32129,0.0,0.0,0.0
25743,worshipfacility,3.0,1910.0,1.0,2.0,24600.0,0.0,24600.0,69.0,14.2,15.3,36.3,39.3,349139.0,375861.0,0.0,73889.0,252118.0,970.0,97031.0,0.0,nan,6.91,0.24,5.800000760000003,5.19999962,18.29999695,16.300001530000003,0.0,32110.1875,0.0,-4140.093699999998,0.0,0.0,0.0,0.0,0.08
25745,worshipfacility,3.0,1900.0,1.0,1.0,48850.0,0.0,48850.0,,26.8,33.8,45.5,54.3,984657.0,1242389.0,723335.0,74073.0,252747.0,86.0,8586.0,0.0,nan,58.05,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1205.5936999999976,0.0,0.0,0.0,0.0,0.1099999999999999
25772,hospital,1.0,1961.0,1.0,3.0,54863.0,8230.0,46633.0,100.0,18.7,18.7,58.9,58.9,2057288.0,2057288.0,0.0,602957.0,2057373.0,0.0,0.0,0.0,nan,14.34,0.1,0.0,0.0,0.0,0.0,0.0,40316.75,0.0,-7659.898440000004,0.0,-1812.70898,0.0,0.0,0.0
25839,non-refrigeratedwarehouse,2.0,1964.0,1.0,1.0,25000.0,0.0,25000.0,,76.0,81.1,150.9,156.2,1900577.0,2026857.0,0.0,249057.0,849817.0,10508.0,1050795.0,0.0,nan,61.73,2.32,4.600000380000001,4.100000380000001,14.30000305,13.099996949999998,110236.375,136041.125,0.0,32308.296899999987,110219.0,0.0,0.0,0.7600000000000002,0.11
25842,non-refrigeratedwarehouse,2.0,1960.0,1.0,1.0,25000.0,0.0,25000.0,,9.7,9.4,22.9,22.0,242805.0,235993.0,0.0,44449.0,151668.0,911.0,91144.0,0.0,nan,5.9,0.21,0.4000003809999999,0.1000003800000008,0.0,0.0,25609.0,127803.5,0.0,-7803.296870000006,0.0,522.6301269999999,52233.0,2.59,0.06
25844,other,2.0,1927.0,1.0,1.0,22622.0,0.0,22622.0,,29.1,35.5,58.1,65.9,669943.0,817208.0,0.0,88801.0,303003.0,3670.0,366953.0,0.0,nan,21.6,0.9,2.699999239999997,1.6000003800000009,6.699998470000004,3.999996949999996,59167.6875,98620.8125,0.0,12211.7031,41653.0,174.58007799999996,17503.0,1.2199999999999989,0.12
25847,small-andmid-sizedoffice,3.0,1917.0,1.0,3.0,27544.0,0.0,27544.0,86.0,46.4,45.5,130.2,127.2,1038667.0,1017383.0,0.0,255289.0,871082.0,1676.0,167621.0,0.0,nan,14.97,0.41,4.39999924,2.699998470000004,9.599996950000005,5.900003049999995,109239.8125,178046.875,0.0,17386.0,59304.0,499.3696289999998,49918.0,3.0599999999999987,0.1999999999999999
25886,small-andmid-sizedoffice,7.0,1989.0,1.0,7.0,47415.0,0.0,47415.0,,48.3,50.5,151.7,158.6,1645327.0,1720426.0,0.0,482218.0,1645395.0,0.0,0.0,0.0,nan,11.47,0.09,0.0,0.0,0.0,0.0,0.0,95090.625,0.0,-2400.2031200000056,0.0,-213.74023399999987,0.0,0.0,0.0
25907,other,7.0,1961.0,1.0,3.0,22960.0,0.0,22960.0,,88.9,102.9,147.5,164.5,2041912.0,2363442.0,0.0,174241.0,594535.0,14474.0,1447402.0,0.0,nan,81.02,3.42,0.0,0.0,0.0,0.0,0.0,97652.0,0.0,-967.2031200000056,0.0,-344.8398400000005,0.0,0.0,0.0
25914,supermarket/grocerystore,3.0,1998.0,1.0,1.0,44739.0,0.0,44739.0,18.0,325.1,339.8,730.5,733.8,14544535.0,15200272.0,0.0,2441599.0,8331082.0,62138.0,6213799.0,0.0,nan,388.09,7.87,2.1000007600000004,0.0,3.5,0.0,87517.75,332198.5,0.0,6906.796900000001,23551.0,639.96875,63952.0,3.5600000000000023,0.1100000000000001
25932,mixeduseproperty,4.0,1948.0,1.0,1.0,22778.0,0.0,22778.0,,53.6,60.8,67.7,74.6,2345314.0,2659013.0,0.0,69820.0,238234.0,21071.0,2107090.0,0.0,nan,113.57,4.94,0.5000007599999989,1.7000015299999944,0.0,0.0,9630.875,32461.125,0.0,-7832.0,0.0,363.3800659,36354.0,1.7400000000000002,0.15
25935,worshipfacility,6.0,1956.0,1.0,2.0,21562.0,0.0,21562.0,29.0,39.3,49.2,60.8,72.5,827042.0,1035200.0,0.0,57591.0,196508.0,6305.0,630542.0,0.0,nan,34.86,1.58,4.099998470000003,3.2999992399999982,13.400001529999995,10.599998470000005,233790.0,245323.0,0.0,73992.6875,252418.0,-187.0097659999992,0.0,0.7700000000000031,0.0799999999999999
25954,other,3.0,1959.0,1.0,1.0,25753.0,0.0,25753.0,,53.9,70.5,75.2,93.8,1387442.0,1815715.0,0.0,67423.0,230056.0,11574.0,1157396.0,0.0,nan,63.07,2.41,0.7999984700000056,0.0,3.099998499999998,0.2999968999999964,24164.75,148026.75,0.0,8554.0,29148.0,-50.39013700000032,0.0,0.0,0.1299999999999999
25955,other,3.0,1928.0,1.0,3.0,71280.0,0.0,71280.0,,343.3,366.1,591.9,603.8,24473814.0,26095750.0,0.0,2312902.0,7891949.0,165822.0,16582194.0,0.0,nan,935.7,12.65,0.4000003800000016,0.0,1.4000015299999973,0.0,13022.875,50420.625,0.0,3816.796899999986,12999.0,0.0,0.0,0.1000000000000005,0.09
25956,k-12school,3.0,1925.0,1.0,3.0,38297.0,0.0,38297.0,82.0,53.7,72.1,87.6,110.3,2057679.0,2762796.0,0.0,167491.0,571503.0,14862.0,1486200.0,0.0,nan,82.92,2.1,0.3000015299999958,0.0,2.400001500000002,0.0,13387.0,201542.25,0.0,11674.1875,39790.0,-264.93310500000007,0.0,0.0,0.0799999999999998
25965,seniorcarecommunity,3.0,1963.0,1.0,16.0,153312.0,72317.0,80995.0,30.0,117.6,131.9,213.3,228.3,18029644.0,20218824.0,0.0,1931421.0,6590282.0,114396.0,11439635.0,0.0,nan,653.5,4.08,2.0999992399999954,0.0,2.7999984700000056,0.0,53821.25,241516.25,0.0,2054.5,7003.0,468.1103500000008,46811.0,2.5400000000000063,0.1299999999999999
26002,worshipfacility,2.0,1968.0,1.0,1.0,24200.0,0.0,24200.0,14.0,49.2,59.3,97.8,108.3,1191803.0,1434122.0,0.0,156416.0,533712.0,6581.0,658113.0,0.0,nan,38.67,1.5,3.0999984700000027,3.2999992399999982,10.69999390000001,10.999996900000014,115029.25,123112.25,0.0,39227.6875,133783.0,-188.580078,0.0,0.0,0.24
26040,self-storagefacility,1.0,1994.0,1.0,3.0,66610.0,0.0,66610.0,,9.2,11.0,20.8,22.7,614768.0,732960.0,0.0,104349.0,356053.0,2587.0,258730.0,0.0,nan,16.22,0.22,5.700000000000003,1.2999999999999972,28.400012199999992,23.899999999999977,200440.75,378090.75,0.0,111592.1875,380646.0,-1802.8256840000004,0.0,0.0,0.1099999999999998
26098,k-12school,5.0,1938.0,1.0,2.0,23222.0,0.0,23222.0,57.0,81.5,90.2,119.6,130.6,1223296.0,1352933.0,0.0,71529.0,244066.0,9792.0,979240.0,0.0,nan,53.71,2.27,0.0,0.0,0.0,0.0,0.0,63765.375,0.0,-1233.9061999999976,0.0,0.0,0.0,0.0,0.09
26115,mixeduseproperty,3.0,1924.0,1.0,2.0,24476.0,0.0,24476.0,,110.0,110.0,210.0,210.0,2623229.0,2623229.0,0.0,316342.0,1079403.0,15439.0,1543871.0,0.0,nan,89.52,3.47,6.0000007600000025,4.799999239999998,15.000003050000004,12.200003050000008,57657.25,214269.5,0.0,13248.906299999971,45158.0,124.0478519999997,12452.0,0.980000000000004,0.0999999999999999
26119,retailstore,3.0,1910.0,1.0,2.0,24750.0,0.0,24750.0,,36.0,45.8,65.7,75.1,811870.0,1033030.0,0.0,88015.0,300321.0,5116.0,511562.0,0.0,nan,29.26,1.13,0.8999992399999996,0.6999992399999968,2.7999984700000056,1.89999847,26725.1875,71502.6875,0.0,7833.0,26688.0,0.0,0.0,0.1899999999999995,0.13
26125,k-12school,3.0,1904.0,1.0,3.0,48783.0,0.0,48783.0,49.0,79.4,93.9,147.9,163.1,3874632.0,4579934.0,0.0,441132.0,1505205.0,23695.0,2369489.0,0.0,nan,136.34,2.66,3.399998499999996,1.5,2.2999968999999965,0.0,187166.0,464421.0,0.0,-9600.625,0.0,2199.6992200000022,219922.0,11.450000000000015,0.4099999999999997
26126,other,3.0,1954.0,1.0,2.0,46560.0,0.0,46560.0,,18.8,23.0,37.2,41.6,876304.0,1069144.0,0.0,114050.0,389153.0,4872.0,487167.0,0.0,nan,28.59,0.58,0.4999996200000005,0.0,1.2000015299999944,0.0,12801.1875,82690.625,0.0,3079.5938000000024,10486.0,23.4300232,2293.0,0.1899999999999995,0.09
26139,other,7.0,1980.0,1.0,3.0,30408.0,0.0,30408.0,60.0,58.6,58.6,184.0,184.0,1464856.0,1464856.0,0.0,429325.0,1464917.0,0.0,0.0,0.0,nan,10.21,0.13,8.100003049999998,8.100003049999998,25.19999999999999,25.19999999999999,254142.5,254142.5,0.0,74484.375,254057.0,0.0,0.0,1.7699999999999996,0.3399999999999999
26146,small-andmid-sizedoffice,7.0,1920.0,1.0,3.0,30109.0,0.0,30109.0,88.0,50.8,57.8,121.0,128.4,1441631.0,1640708.0,0.0,269768.0,920487.0,5212.0,521182.0,0.0,nan,34.1,1.0,6.900000760000001,5.89999924,22.50000153,20.99999847,147541.8125,169076.6875,0.0,45226.5,154307.0,-67.5302730000003,0.0,0.7199999999999989,0.06
26150,k-12school,1.0,1964.0,1.0,2.0,39929.0,0.0,39929.0,83.0,45.1,55.5,101.0,116.9,1800331.0,2217245.0,0.0,300492.0,1025321.0,7751.0,775053.0,0.0,nan,48.31,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19192.5937,0.0,-446.3500979999999,0.0,0.0,0.0
26154,small-andmid-sizedoffice,7.0,1960.0,1.0,2.0,25481.0,0.0,25481.0,95.0,29.1,36.8,46.7,54.8,741269.0,938440.0,0.0,57702.0,196888.0,5444.0,544389.0,0.0,nan,30.29,1.16,0.0,0.0,0.0,0.0,0.0,58326.3125,0.0,-3436.0,0.0,72.2395019999999,7242.0,0.3099999999999987,0.1099999999999999
26157,seniorcarecommunity,2.0,1967.0,1.0,1.0,141297.0,4553.0,136744.0,69.0,134.1,147.0,239.6,252.5,18946990.0,20769422.0,0.0,1957506.0,6679288.0,122680.0,12267980.0,0.0,nan,698.11,4.74,1.3999992399999996,0.0,4.099993900000001,0.0999999999999943,108330.0,338638.75,0.0,29714.625,101267.0,69.91015599999992,6943.0,1.0799999999999983,0.1799999999999999
26183,small-andmid-sizedoffice,7.0,1912.0,1.0,2.0,27788.0,0.0,27788.0,80.0,53.5,53.5,141.2,141.2,2004777.0,2004777.0,0.0,447280.0,1526181.0,4787.0,478659.0,0.0,nan,36.06,1.06,0.0,0.0,0.0,0.0,0.0,22265.6875,0.0,-2963.0,0.0,-85.79003899999998,0.0,0.0,0.0399999999999999
26218,hotel,5.0,1990.0,1.0,4.0,41704.0,8584.0,33120.0,84.0,46.3,46.6,98.5,99.5,1929698.0,1943857.0,0.0,291813.0,995707.0,9340.0,934033.0,0.0,nan,56.55,1.25,0.0,0.0,0.0,0.0,0.0,92354.75,0.0,-19805.6875,0.0,0.0,0.0,0.0,0.12
26233,other,2.0,1950.0,1.0,1.0,36000.0,0.0,36000.0,,97.3,106.7,252.3,262.1,3445613.0,3776855.0,0.0,745042.0,2542190.0,9035.0,903528.0,0.0,nan,65.71,1.52,0.0,0.0,1.5299999915896478e-06,0.0,136.8125,40961.5,0.0,40.093800000002375,113.0,0.0,0.0,0.0,0.09
26235,non-refrigeratedwarehouse,2.0,1941.0,1.0,2.0,22324.0,0.0,22324.0,52.0,25.2,25.9,45.7,47.9,529072.0,543265.0,0.0,56812.0,193851.0,3352.0,335229.0,0.0,nan,19.16,0.82,0.3999992399999996,0.0,1.1999969499999992,0.0,10269.0,59367.375,0.0,3009.4063000000024,10241.0,0.0,0.0,0.0700000000000002,0.1
26236,other,2.0,1946.0,1.0,2.0,31360.0,0.0,31360.0,,46.8,52.5,109.0,111.0,1496712.0,1679368.0,0.0,268686.0,916795.0,5800.0,579955.0,0.0,nan,37.19,1.06,0.6000000000000014,0.0,1.699998469999997,0.0,12051.3125,72619.5,0.0,3531.9063000000024,12027.0,0.0,0.0,0.08,0.09
26237,mixeduseproperty,2.0,1947.0,1.0,1.0,30496.0,0.0,30496.0,,60.1,60.1,145.7,145.7,1959703.0,1959703.0,0.0,378119.0,1290194.0,6696.0,669563.0,0.0,nan,44.55,1.28,0.0,0.0,1.5299999915896478e-06,0.0,0.0,36413.5,0.0,-91.59369999999764,0.0,0.0,0.0,0.0,0.12
26254,small-andmid-sizedoffice,3.0,1922.0,1.0,3.0,27600.0,0.0,27600.0,83.0,43.0,43.0,124.2,124.2,961749.0,961749.0,0.0,247561.0,844715.0,1171.0,117069.0,0.0,nan,12.11,0.31,3.1000000000000014,0.5999992399999954,9.700003100000004,1.8999968999999908,59232.125,122602.375,0.0,17360.0,59187.0,0.0,0.0,0.4199999999999999,0.15
26289,seniorcarecommunity,6.0,1961.0,1.0,2.0,55974.0,0.0,55974.0,56.0,106.2,113.0,211.9,223.3,5948007.0,6327231.0,0.0,788558.0,2690671.0,32574.0,3257448.0,0.0,nan,191.76,3.22,0.0,0.2000007600000017,0.0,0.6000007600000004,0.0,4564.0,0.0,-2389.7031000000134,0.0,0.0,0.0,0.0,0.09
26319,k-12school,2.0,1971.0,1.0,2.0,52901.0,0.0,52901.0,82.0,37.5,44.2,86.1,93.1,1986384.0,2338338.0,0.0,346273.0,1181533.0,8049.0,804900.0,0.0,nan,50.98,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128073.9062,0.0,-9581.0,0.0,0.0,0.0
26324,seniorcarecommunity,5.0,1954.0,1.0,1.0,22583.0,0.0,22583.0,94.0,85.4,94.9,164.0,174.0,1929011.0,2143138.0,0.0,235421.0,803290.0,11258.0,1125755.0,0.0,nan,65.39,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15986.093800000002,54513.0,-6694.25,0.0,0.0,0.0
26331,small-andmid-sizedoffice,4.0,1997.0,1.0,3.0,31686.0,7358.0,24328.0,46.0,64.7,64.7,203.3,203.3,2051501.0,2051501.0,0.0,601261.0,2051586.0,0.0,0.0,0.0,nan,14.3,0.17,0.7000007600000018,3.7999999946691787e-07,2.000003050000004,0.0,23068.5,67327.0,0.0,5872.703100000013,20009.0,30.160003700000004,3030.0,0.3000000000000007,0.1399999999999999
26348,small-andmid-sizedoffice,4.0,1981.0,1.0,3.0,26694.0,6034.0,20660.0,95.0,26.3,27.7,82.5,86.9,654664.0,689369.0,0.0,191871.0,654691.0,0.0,0.0,0.0,nan,4.56,0.07,0.0,0.0,0.0,0.0,0.0,137884.0,0.0,-4844.593700000027,0.0,-619.8496100000011,0.0,0.0,0.0500000000000002
26359,non-refrigeratedwarehouse,5.0,1972.0,1.0,1.0,29400.0,0.0,29400.0,68.0,9.2,9.2,28.9,29.0,230365.0,230673.0,0.0,67516.0,230374.0,0.0,0.0,0.0,nan,1.61,0.02,5.899999619999999,5.300001529999996,18.4999969,16.400001500000002,135517.5,191906.3125,0.0,39717.5938,135493.0,0.0,0.0,0.9400000000000004,0.12
26379,hotel,2.0,1992.0,1.0,3.0,22452.0,0.0,22452.0,78.0,60.3,61.5,118.2,122.0,1354219.0,1381137.0,0.0,172881.0,589893.0,7644.0,764350.0,0.0,nan,44.71,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23421.398400000005,0.0,-1104.8896480000003,0.0,0.0,0.0
26392,other,4.0,1912.0,1.0,2.0,25767.0,0.0,25767.0,19.0,94.3,96.5,296.1,303.1,1644233.0,1682672.0,0.0,481897.0,1644301.0,0.0,0.0,0.0,nan,11.46,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19479.796899999987,0.0,0.0,0.0,0.0,0.1
26393,retailstore,4.0,1953.0,1.0,4.0,33910.0,0.0,33910.0,72.0,63.8,67.9,164.3,165.4,1853271.0,1972811.0,0.0,396219.0,1351956.0,5014.0,501371.0,0.0,nan,36.05,0.89,2.800000760000003,1.5999996199999984,8.799998470000006,5.100003049999998,64666.0,92383.125,0.0,18952.5938,64645.0,0.0,0.0,0.4499999999999997,0.07
26396,worshipfacility,4.0,1927.0,1.0,2.0,78401.0,0.0,78401.0,,27.4,34.6,55.2,65.8,2149322.0,2713090.0,0.0,291029.0,993032.0,11563.0,1156331.0,0.0,nan,68.34,0.82,0.1000000000000014,0.0,0.5999992399999954,0.0,2575.375,27117.875,0.0,1865.5938000000024,6342.0,-37.5400009,0.0,0.0,0.08
26460,non-refrigeratedwarehouse,4.0,1979.0,1.0,2.0,78716.0,0.0,78716.0,24.0,59.4,59.4,178.7,178.7,4673827.0,4673827.0,0.0,1284847.0,4384080.0,2899.0,289928.0,0.0,nan,45.96,0.34,1.2000007600000018,0.0,1.6999984999999924,0.0,109274.0,346505.5,0.0,5867.1875,19901.0,892.2294899999997,89255.0,4.879999999999996,0.1899999999999999
26465,k-12school,4.0,1910.0,1.0,2.0,33300.0,0.0,33300.0,94.0,49.8,67.5,72.4,92.4,1530744.0,2074269.0,0.0,86897.0,296504.0,12343.0,1234253.0,0.0,nan,67.62,1.99,0.0,0.0,0.7999968999999965,0.0,0.0,559551.0,0.0,58780.5,200403.0,0.0,0.0,0.0,0.0
26473,supermarket/grocerystore,4.0,1957.0,1.0,1.0,28808.0,0.0,28808.0,28.0,308.5,327.0,705.4,715.4,9617898.0,10193392.0,0.0,1667560.0,5689951.0,39282.0,3928182.0,0.0,nan,248.29,7.77,0.0,0.0,0.0,0.0,0.0,124321.5,0.0,-6445.5,0.0,-60.20996000000014,0.0,0.0,0.1400000000000001
26528,small-andmid-sizedoffice,4.0,1957.0,1.0,1.0,27966.0,7004.0,20962.0,58.0,52.5,58.2,165.0,182.7,1101536.0,1219385.0,0.0,322842.0,1101582.0,0.0,0.0,0.0,nan,7.68,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66811.0,0.0,0.0,0.0,0.0,0.13
26529,supermarket/grocerystore,4.0,1950.0,1.0,1.0,26226.0,0.0,26226.0,39.0,290.1,301.7,742.6,742.7,7492939.0,7792211.0,0.0,1586178.0,5412264.0,20809.0,2080900.0,0.0,nan,148.25,4.76,0.0,0.0,0.0,0.0,0.0,8484.6875,0.0,-5787.0,0.0,0.0,0.0,0.0,0.1
26532,retailstore,4.0,1928.0,1.0,2.0,20760.0,0.0,20760.0,,45.8,45.8,143.7,143.7,950078.0,950078.0,0.0,278452.0,950117.0,0.0,0.0,0.0,nan,6.62,0.12,0.1999996199999998,0.0,0.0,0.0,12764.875,68670.25,0.0,-26423.906200000027,0.0,1029.099609,102923.0,4.829999999999998,0.1699999999999999
26535,mixeduseproperty,4.0,1976.0,1.0,2.0,34948.0,15755.0,19193.0,22.0,57.4,63.2,180.1,198.3,1100575.0,1211450.0,0.0,322560.0,1100620.0,0.0,0.0,0.0,nan,7.67,0.08,1.1000000000000014,0.8999996199999991,3.4999969499999963,2.9999984700000084,49157.875,132526.25,0.0,14406.906299999971,49113.0,0.0,0.0,0.3399999999999998,0.1099999999999999
