OSEBuildingID,PrimaryPropertyType,CouncilDistrictCode,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuildings,ENERGYSTARScore,SiteEUIkBtusf,SiteEUIWNkBtusf,SourceEUIkBtusf,SourceEUIWNkBtusf,SiteEnergyUsekBtu,SiteEnergyUseWNkBtu,SteamUsekBtu,ElectricitykWh,ElectricitykBtu,NaturalGastherms,NaturalGaskBtu,OtherFuelUsekBtu,Outlier,TotalGHGEmissions,GHGEmissionsIntensity,SiteEUIkBtusf_diff1516,SiteEUIWNkBtusf_diff1516,SourceEUIkBtusf_diff1516,SourceEUIWNkBtusf_diff1516,SiteEnergyUsekBtu_diff1516,SiteEnergyUseWNkBtu_diff1516,SteamUsekBtu_diff1516,ElectricitykWh_diff1516,ElectricitykBtu_diff1516,NaturalGastherms_diff1516,NaturalGaskBtu_diff1516,TotalGHGEmissions_diff1516,GHGEmissionsIntensity_diff1516
1,hotel,7.0,1927.0,1.0,12.0,88434.0,0.0,88434.0,65.0,78.9,80.3,173.5,175.1,6981428.0,7097539.0,2023032.0,1080307.0,3686160.0,12724.0,1272388.0,0.0,nan,249.43,2.64,2.799996949999993,4.000003050000004,9.0,13.900000000000006,244934.5,475482.0,0.0,76207.25,259867.0,40.52930000000015,4065.0,0.549999999999983,0.1899999999999999
2,hotel,7.0,1996.0,1.0,11.0,103566.0,15064.0,88502.0,51.0,94.4,99.0,191.3,195.2,8354235.0,8765788.0,0.0,1144563.0,3905411.0,44490.0,4448985.0,0.0,nan,263.51,2.38,0.4000030499999951,0.0,0.0,0.0,33698.0,310244.0,0.0,-194137.8125,0.0,6960.816409999999,696097.0,32.35000000000002,0.48
3,hotel,7.0,1969.0,1.0,41.0,961990.0,0.0,961990.0,18.0,96.6,99.7,242.7,246.5,73130656.0,75506272.0,19660404.0,14583930.0,49762435.0,37099.0,3709900.0,0.0,nan,2061.48,1.92,0.0,0.0,0.0,0.0,0.0,806456.0,1906150.0,-68495.0,0.0,-22161.0,0.0,27.800000000000185,0.27
5,hotel,7.0,1926.0,1.0,10.0,61320.0,0.0,61320.0,1.0,460.4,462.5,636.3,643.2,28229320.0,28363444.0,23458518.0,811521.0,2769023.0,20019.0,2001894.0,0.0,high outlier,1936.34,31.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3125,0.0,-1906.8691399999989,0.0,0.0,0.0
8,hotel,7.0,1980.0,1.0,18.0,119890.0,12460.0,107430.0,67.0,120.1,122.1,228.8,227.1,14829099.0,15078243.0,0.0,1777841.0,6066245.0,87631.0,8763105.0,0.0,nan,507.7,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-204392.375,0.0,408.9843799999944,40893.0,0.0,0.0
9,other,7.0,1999.0,1.0,2.0,97288.0,37198.0,60090.0,,135.7,146.9,313.5,321.6,12051984.0,13045258.0,0.0,2130921.0,7271004.0,47813.0,4781283.0,0.0,nan,304.62,2.81,0.400006100000013,0.0,2.7999877999999967,0.0,34632.0,529728.0,0.0,29522.75,100430.0,-661.1835900000005,0.0,0.0,0.29
10,hotel,7.0,1926.0,1.0,11.0,83008.0,0.0,83008.0,25.0,76.9,79.6,149.5,158.2,6252842.0,6477493.0,0.0,785342.0,2679698.0,35733.0,3573255.0,0.0,nan,208.46,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38577.875,131517.0,-6257.199219999999,0.0,0.0,0.0
11,other,7.0,1926.0,1.0,8.0,102761.0,0.0,102761.0,,62.5,71.8,152.2,160.4,6426022.0,7380086.0,2003108.0,1203937.0,4108004.0,3151.0,315079.0,0.0,nan,199.99,1.77,0.0,0.0,0.0,0.0,0.0,641859.5,273178.5,-138094.25,0.0,700.8901369999999,70110.0,21.519999999999985,0.3900000000000001
12,hotel,7.0,1904.0,1.0,15.0,163984.0,0.0,163984.0,46.0,77.0,82.9,174.6,186.8,12633744.0,13589025.0,0.0,2155728.0,7355649.0,52784.0,5278400.0,0.0,nan,331.61,1.83,6.699996949999999,3.699998469999997,6.299993900000004,0.3999968999999908,1090076.0,1560310.0,0.0,-16830.25,0.0,11475.0,1147500.0,60.55000000000001,0.56
15,hotel,7.0,1969.0,1.0,11.0,153163.0,19279.0,133884.0,48.0,101.1,107.2,200.8,205.2,14719853.0,15615929.0,3623542.0,1857347.0,6337531.0,47590.0,4759044.0,0.0,nan,576.63,3.59,18.499998500000004,17.100003099999995,27.39999689999999,27.80000000000001,1296791.0,1927077.0,1613623.5,-43857.125,0.0,-1671.5,0.0,114.63,0.92
16,hotel,7.0,1998.0,1.0,25.0,333176.0,61161.0,272015.0,32.0,82.3,83.1,207.2,208.0,27717026.0,27970822.0,5426396.0,5585560.0,19058722.0,32327.0,3232700.0,0.0,nan,723.4,1.93,0.0,0.0,0.0,0.0,0.0,0.0,572964.5,-285721.5,0.0,-3740.0019500000017,0.0,17.57000000000005,0.2900000000000002
17,hotel,7.0,1928.0,1.0,9.0,65009.0,0.0,65009.0,39.0,104.7,96.8,166.5,158.2,6807227.0,6292213.0,1987163.0,473326.0,1615057.0,32051.0,3205074.0,0.0,nan,334.87,5.04,0.0,1.0000030500000037,0.0,0.0,0.0,0.0,0.0,-79715.3125,0.0,3916.0507799999978,391631.0,0.0,0.0099999999999997
18,hotel,7.0,1980.0,1.0,33.0,315952.0,57600.0,258352.0,56.0,77.2,77.2,183.2,183.2,22811690.0,22811690.0,4731090.0,4129637.0,14090906.0,39903.0,3990280.0,0.0,nan,675.34,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54554.0,0.0,931.3984399999972,93160.0,0.0,0.0999999999999998
19,hotel,7.0,1922.0,1.0,11.0,67390.0,0.0,67390.0,14.0,166.1,175.7,317.4,326.0,10711451.0,11329230.0,4403788.0,1198487.0,4089407.0,22184.0,2218425.0,0.0,nan,486.25,6.95,0.0,0.0,0.0,0.0,38559.0,467752.0,467059.5,-75283.875,0.0,-1716.0664099999997,0.0,25.139999999999983,0.0
21,other,7.0,2004.0,1.0,11.0,412000.0,57000.0,355000.0,,46.0,45.3,140.8,137.6,16849234.0,16594622.0,703184.0,4732136.0,16146718.0,0.0,0.0,0.0,nan,166.84,0.24,4.799999239999998,5.799998470000006,14.80000609999999,18.40000000000001,1739626.0,1857678.0,34375.5,499780.0,1704579.0,0.0,0.0,14.539999999999992,0.2
22,other,7.0,1930.0,1.0,6.0,103911.0,0.0,103911.0,,79.5,83.4,173.7,178.4,10340282.0,10843936.0,4398022.0,1549824.0,5288219.0,6543.0,654260.0,0.0,nan,411.09,3.74,0.0,0.0,0.0,0.0,0.0,0.0,194325.5,-244469.875,0.0,2558.799805000001,255920.0,22.77000000000004,0.4399999999999995
23,hotel,7.0,1983.0,1.0,28.0,416281.0,85000.0,331281.0,30.0,95.5,97.4,231.9,234.7,33270518.0,33922016.0,0.0,6427712.0,21932264.0,113392.0,11339166.0,0.0,nan,755.12,1.59,0.8000030500000008,1.199998469999997,0.0,0.0,286238.0,1081402.0,0.0,-206939.0,0.0,9922.75,992309.0,47.76999999999998,0.3399999999999998
24,mixeduseproperty,7.0,1907.0,1.0,5.0,57452.0,0.0,57452.0,,130.2,140.2,278.7,290.2,7481768.0,8052425.0,1755365.0,1106043.0,3773975.0,19526.0,1952583.0,0.0,nan,265.5,4.34,2.1999939000000097,0.0,2.0000122000000147,0.0,124316.5,395451.0,20836.875,-2645.875,0.0,1124.9121100000011,112508.0,7.519999999999982,0.4100000000000001
25,hotel,7.0,1916.0,1.0,10.0,104352.0,0.0,104352.0,83.0,75.2,74.9,119.5,118.6,7845112.0,7816594.0,3205497.0,524792.0,1790665.0,28490.0,2849024.0,0.0,nan,411.22,3.87,22.10000305,22.400003049999995,106.0,106.9,2309496.0,2309496.0,225365.0,1206852.125,4117705.0,-20336.240234,0.0,0.0,0.0
26,other,7.0,1916.0,1.0,10.0,540360.0,0.0,540360.0,67.0,99.3,103.1,208.5,210.4,53332648.0,55378956.0,0.0,7853984.0,26798906.0,265349.0,26534856.0,0.0,nan,1596.08,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-715111.5,0.0,-59082.6875,0.0,0.0,0.0
27,other,3.0,1985.0,1.0,19.0,385274.0,0.0,385274.0,,132.1,136.1,245.5,243.9,50899248.0,52435544.0,0.0,5766838.0,19677268.0,312228.0,31222797.0,0.0,nan,1795.42,4.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-415823.5,0.0,-16206.5,0.0,0.0,0.0
28,k-12school,2.0,1961.0,1.0,2.0,56228.0,0.0,56228.0,96.0,25.1,29.6,59.2,63.9,1454222.0,1716043.0,0.0,267181.0,911659.0,5426.0,542600.0,0.0,nan,35.17,0.56,1.0000003799999997,0.0,1.500000759999999,0.6999984700000041,85256.5,259401.5,0.0,7424.906299999973,25296.0,599.2290039999998,59923.0,3.3599999999999994,0.1299999999999999
29,hotel,4.0,2001.0,1.0,6.0,88592.0,30586.0,58006.0,85.0,66.9,66.3,151.5,149.7,3880806.0,3848493.0,0.0,660802.0,2254751.0,16261.0,1626149.0,0.0,nan,102.08,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3392.375,11480.0,-2287.9697300000007,0.0,0.0,0.0
30,college/university,7.0,1928.0,1.0,7.0,126593.0,0.0,126593.0,,78.3,90.9,158.9,172.1,9791557.0,11360926.0,0.0,1343046.0,4582663.0,52091.0,5209084.0,0.0,nan,308.6,2.28,12.399996950000002,6.599999999999994,14.099999999999994,7.900000000000006,1552129.0,2391756.0,0.0,19050.75,64811.0,14871.109379999994,1487127.0,79.44,0.79
31,other,7.0,1930.0,1.0,2.0,67224.0,0.0,67224.0,,20.7,20.7,64.9,64.9,1388717.0,1388717.0,0.0,407010.0,1388775.0,0.0,0.0,0.0,nan,9.68,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23001.6875,0.0,0.0,0.0,0.0,0.08
32,hotel,7.0,1991.0,1.0,8.0,158676.0,30301.0,128375.0,,44.0,46.3,55.7,58.1,5159342.0,5421759.0,0.0,156133.0,532747.0,46266.0,4626617.0,0.0,nan,249.43,1.56,1.5,0.0,2.299999999999997,0.6999992399999968,168709.5,265600.0,0.0,11600.5,39560.0,1291.4492200000022,129128.0,7.139999999999986,0.06
33,hotel,7.0,2001.0,1.0,10.0,171866.0,38281.0,133585.0,20.0,85.5,86.7,183.3,180.9,11026945.0,11178456.0,0.0,1689143.0,5763595.0,52636.0,5263590.0,0.0,nan,319.73,1.72,0.3000030500000008,0.0,0.0,0.0,34971.0,144462.0,0.0,-44739.25,0.0,1876.09766,187620.0,8.899999999999977,0.1899999999999999
34,k-12school,3.0,1955.0,1.0,1.0,126351.0,0.0,126351.0,57.0,49.7,64.4,84.2,102.4,6283226.0,8131874.0,0.0,566538.0,1933106.0,43502.0,4350200.0,0.0,nan,244.51,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-566538.0,0.0,-43502.0,0.0,0.0,0.0
35,hotel,7.0,1978.0,1.0,5.0,68410.0,16200.0,52210.0,60.0,90.5,90.5,194.1,194.1,4341706.0,4341706.0,0.0,667101.0,2276244.0,20656.0,2065556.0,0.0,nan,125.57,1.69,2.4000015299999973,4.5,5.599996900000008,12.200003100000004,115008.5,216268.0,0.0,20574.625,70105.0,447.6503899999989,44809.0,2.8700000000000045,0.1899999999999999
36,k-12school,5.0,1949.0,1.0,2.0,160645.0,0.0,160645.0,80.0,38.9,50.9,62.6,77.2,6387710.0,8362498.0,0.0,501058.0,1709681.0,46781.0,4678100.0,0.0,nan,260.37,1.58,2.39999924,0.0,5.499998470000001,0.0,391463.0,1412639.5,0.0,69751.1875,237920.0,1534.71875,153472.0,9.810000000000002,0.0999999999999998
37,k-12school,7.0,1989.0,1.0,2.0,51582.0,0.0,51582.0,94.0,26.7,30.5,83.8,95.8,1472548.0,1682521.0,0.0,431579.0,1472609.0,0.0,0.0,0.0,nan,10.27,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7112.6875,24207.0,0.0,0.0,0.1600000000000001,0.12
38,small-andmid-sizedoffice,4.0,1906.0,1.0,3.0,87262.0,0.0,87262.0,,59.2,66.3,104.1,112.3,3988729.0,4470231.0,0.0,396679.0,1353524.0,26353.0,2635261.0,0.0,nan,149.39,1.65,2.299999999999997,3.500003050000004,2.4000000000000057,3.6000015000000047,157191.5,714961.0,0.0,-183.3125,0.0,1577.7714799999994,157816.0,8.380000000000024,0.1600000000000001
40,hotel,4.0,1994.0,1.0,4.0,81871.0,0.0,81871.0,20.0,90.6,93.8,178.5,181.8,7419765.0,7677473.0,0.0,957249.0,3266270.0,41536.0,4153630.0,0.0,nan,243.37,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73193.0,0.0,-5014.308590000001,0.0,0.0,0.0
41,self-storagefacility,4.0,1955.0,1.0,2.0,126394.0,0.0,126394.0,77.0,11.7,12.2,34.0,34.5,306721.0,319916.0,0.0,79930.0,272732.0,340.0,34000.0,0.0,nan,3.71,0.02,0.4000003800000016,0.1999996199999998,1.2000007600000018,1.0,11643.8125,19502.093799999973,0.0,2504.0,8533.0,31.0,3100.0,0.2200000000000002,0.02
46,distributioncenter,2.0,1961.0,7.0,2.0,714095.0,0.0,714095.0,1.0,66.9,64.7,210.0,203.3,47843892.0,46313516.0,0.0,14022240.0,47845869.0,0.0,0.0,0.0,nan,333.54,0.18,0.0,0.0,0.0,0.0,0.0,146859.375,0.0,-18852.0,0.0,589.8974609999996,58990.0,2.6899999999999977,0.1499999999999999
50,k-12school,7.0,1990.0,1.0,2.0,54986.0,0.0,54986.0,91.0,30.1,33.5,80.3,91.0,1655612.0,1842702.0,0.0,375707.0,1281965.0,3737.0,373700.0,0.0,nan,28.78,0.42,0.8999999999999986,0.0,1.3999999999999986,0.0,171708.5,1102398.5,0.0,11068.5,37701.0,1339.4335900000003,133943.0,7.3799999999999955,0.08
51,k-12school,4.0,1950.0,1.0,2.0,175565.0,0.0,175565.0,88.0,34.1,45.5,53.6,67.3,6227419.0,8317888.0,0.0,457772.0,1561983.0,46655.0,4665500.0,0.0,nan,258.67,1.44,1.4999969499999963,0.0,1.6999999999999886,0.0,142608.5,492506.5,0.0,605.75,1888.0,1405.7597700000006,140542.0,7.480000000000004,0.2799999999999998
52,small-andmid-sizedoffice,6.0,1961.0,1.0,2.0,94900.0,0.0,94900.0,57.0,63.7,69.6,161.3,165.9,6043853.0,6605535.0,0.0,1257186.0,4289697.0,17543.0,1754334.0,0.0,nan,123.08,1.1,13.799998470000006,16.299999999999997,27.099996900000008,27.8000031,813645.25,1012949.5,0.0,103688.0,353733.0,4598.820309999999,459861.0,26.89,0.6200000000000001
53,small-andmid-sizedoffice,2.0,1900.0,1.0,2.0,52554.0,0.0,52554.0,93.0,36.3,37.2,81.6,84.5,2137686.0,2192109.0,0.0,359310.0,1226016.0,9117.0,911721.0,0.0,nan,56.97,0.98,0.0,0.0,0.0,0.0,0.0,806387.5,0.0,-4201.3125,0.0,-709.9921899999972,0.0,0.0,0.0499999999999998
54,k-12school,6.0,1954.0,1.0,3.0,175015.0,0.0,175015.0,95.0,40.5,49.1,74.6,85.8,7080118.0,8596269.0,0.0,789588.0,2694187.0,43860.0,4386042.0,0.0,nan,251.72,1.37,0.1000003800000008,0.0,0.0,0.0,11567.0,184511.25,0.0,-31423.093700000027,0.0,1188.0,118783.0,5.560000000000002,0.17
55,self-storagefacility,7.0,1911.0,1.0,3.0,70586.0,0.0,70586.0,,30.5,33.7,79.6,82.0,2147062.0,2377595.0,0.0,471115.0,1607511.0,5396.0,539617.0,0.0,nan,39.87,0.47,1.5000015299999987,1.5000015299999987,0.8000030999999979,0.8000030999999979,502566.0,502566.0,0.0,-30411.25,0.0,6062.867189999997,606328.0,31.47999999999996,0.26
56,hotel,7.0,1969.0,1.0,24.0,332210.0,205970.0,126240.0,68.0,44.9,44.9,121.0,121.0,15660628.0,15660628.0,0.0,3607318.0,12308680.0,33525.0,3352459.0,0.0,nan,263.85,0.63,1.999999240000001,1.999999240000001,5.900006100000013,5.900006100000013,322320.0,322320.0,0.0,94466.75,321938.0,0.0,0.0,2.25,0.25
57,largeoffice,7.0,1973.0,1.0,5.0,168115.0,0.0,168115.0,79.0,54.3,54.3,170.7,170.7,9213841.0,9213841.0,0.0,2700422.0,9214222.0,0.0,0.0,0.0,nan,64.23,0.15,21.70000076,21.60000038,48.79999924,48.40000153,1247362.0,1239429.75,0.0,209536.5938,714939.0,5324.230469,532423.0,33.26,0.58
59,small-andmid-sizedoffice,7.0,1910.0,1.0,8.0,59400.0,0.0,59400.0,,98.0,109.4,307.9,343.5,3915947.0,4369220.0,0.0,1147698.0,3916108.0,0.0,0.0,0.0,nan,27.3,0.18,0.0,0.0,0.0,0.0,0.0,99795.0,0.0,-193829.875,0.0,1036.367199999993,103596.0,0.8999999999999773,0.4499999999999993
60,mixeduseproperty,7.0,1926.0,1.0,2.0,52549.0,0.0,52549.0,,297.1,316.4,522.8,537.1,15583947.0,16598244.0,0.0,1551526.0,5294026.0,102901.0,10290141.0,0.0,nan,583.41,10.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-331979.75,0.0,-2017.1201170000004,0.0,0.0,0.0499999999999999
62,hotel,7.0,1930.0,1.0,20.0,98634.0,10043.0,88591.0,46.0,69.7,73.8,201.1,213.8,6175812.0,6534220.0,0.0,1589324.0,5422999.0,7530.0,753040.0,0.0,nan,77.8,0.55,5.299998470000006,5.299998470000006,12.599993899999989,12.599993899999989,307927.0,307927.0,0.0,55948.8125,190769.0,1170.0800799999995,117030.0,7.549999999999997,0.2899999999999998
63,hotel,7.0,1982.0,1.0,34.0,994212.0,146694.0,847518.0,60.0,85.9,89.3,187.3,191.6,85357952.0,88771488.0,16229832.0,13200400.0,45041634.0,240884.0,24088353.0,0.0,nan,2846.07,2.67,2.6000000000000014,0.0,2.4999969499999963,0.0,314414.5,1001554.5,0.0,-3549.9062000000267,0.0,3265.1601599999995,326528.0,17.26000000000002,0.1900000000000001
65,hotel,7.0,1985.0,1.0,7.0,71150.0,0.0,71150.0,99.0,87.8,87.8,203.3,203.3,5040382.0,5040382.0,0.0,894784.0,3053131.0,19874.0,1987378.0,0.0,nan,126.83,1.6,4.200003050000007,3.800001530000003,0.0,0.0,296102.5,440162.5,0.0,-52951.6875,0.0,4767.628909999999,476773.0,24.059999999999988,0.33
66,hotel,7.0,1908.0,1.0,7.0,122810.0,0.0,122810.0,99.0,41.4,50.8,65.7,75.6,5086863.0,6240104.0,0.0,382671.0,1305729.0,37812.0,3781188.0,0.0,nan,209.92,1.66,0.0,0.0,0.0,0.0,0.0,112377.5,0.0,-55775.5,0.0,1825.7773400000003,182606.0,8.369999999999976,0.1600000000000001
67,hotel,7.0,1959.0,1.0,5.0,113173.0,42546.0,70627.0,86.0,70.6,73.1,166.6,174.3,4988241.0,5160438.0,0.0,915988.0,3125480.0,18629.0,1862890.0,0.0,nan,120.73,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14500.6875,0.0,-1369.6191399999989,0.0,0.0,0.0599999999999998
68,hotel,7.0,2000.0,1.0,7.0,150453.0,34735.0,115718.0,83.0,60.8,62.6,131.7,133.4,6722886.0,6921805.0,0.0,1051118.0,3586563.0,31365.0,3136472.0,0.0,nan,191.58,1.17,0.0,0.0,0.0,0.799998500000001,0.0,0.0,0.0,-2141.875,0.0,-710.3808600000011,0.0,0.0,0.0999999999999999
69,hotel,7.0,1997.0,1.0,6.0,116300.0,28200.0,88100.0,84.0,68.0,69.7,147.8,150.3,6014078.0,6169676.0,0.0,948984.0,3238067.0,27761.0,2776145.0,0.0,nan,170.01,1.34,2.300000760000003,0.0,2.39999847,0.0,127857.75,693912.5,0.0,450.0938000000024,1512.0,1263.2011700000005,126323.0,6.719999999999999,0.1599999999999997
70,hotel,7.0,1998.0,1.0,6.0,155602.0,36744.0,118858.0,81.0,44.4,44.1,108.0,106.8,6915293.0,6855303.0,0.0,1338290.0,4566435.0,23490.0,2349046.0,0.0,nan,156.59,0.88,0.800001530000003,1.0,1.3999968999999908,2.199996900000002,60557.0,110753.0,0.0,6790.5,23070.0,374.0390599999992,37388.0,2.1499999999999773,0.1099999999999998
73,k-12school,3.0,1911.0,1.0,3.0,56072.0,0.0,56072.0,77.0,55.4,72.3,78.7,98.6,3106930.0,4055974.0,0.0,161293.0,550355.0,25566.0,2556597.0,0.0,nan,139.62,2.45,0.0,0.0,0.0,0.0,0.0,125190.25,0.0,-59488.0,0.0,731.8095699999994,73227.0,2.469999999999999,0.2200000000000002
77,hotel,7.0,1999.0,1.0,4.0,122942.0,44891.0,78051.0,94.0,67.6,68.0,135.3,136.5,5276777.0,5306165.0,0.0,703564.0,2400660.0,28762.0,2876216.0,0.0,nan,169.49,1.29,0.0,0.0,0.0,0.0,0.0,52928.0,0.0,-74867.5,0.0,-24468.0,0.0,0.0,0.0
82,small-andmid-sizedoffice,3.0,1962.0,1.0,2.0,54984.0,0.0,54984.0,65.0,63.7,71.3,149.8,157.8,3504957.0,3921971.0,0.0,639274.0,2181293.0,13238.0,1323754.0,0.0,nan,85.51,1.38,0.3000060999999903,0.8000060999999903,0.0,0.0,30799.0,587990.0,0.0,-34653.25,0.0,1490.6405999999988,149036.0,7.100000000000023,0.3399999999999998
84,seniorcarecommunity,1.0,1922.0,1.0,5.0,217603.0,0.0,217603.0,50.0,153.5,170.9,246.4,264.6,45494324.0,50629892.0,0.0,3540510.0,12080722.0,334141.0,33414103.0,0.0,nan,1858.84,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47774.375,0.0,-1099.8798829999996,0.0,0.0,0.07
85,seniorcarecommunity,5.0,1970.0,1.0,2.0,93397.0,0.0,93397.0,1.0,175.3,180.8,313.8,320.7,16371764.0,16886622.0,0.0,1699219.0,5797976.0,105740.0,10574028.0,0.0,nan,602.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0
86,hotel,7.0,2008.0,1.0,6.0,84103.0,20732.0,63371.0,68.0,62.8,63.8,164.1,164.0,3979132.0,4045411.0,0.0,872126.0,2975816.0,10034.0,1003439.0,0.0,nan,74.04,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113093.75,385481.0,-25536.29687000001,0.0,0.0,0.0
89,medicaloffice,3.0,1965.0,1.0,3.0,179014.0,0.0,179014.0,48.0,105.4,110.9,221.6,224.0,18868768.0,19858448.0,0.0,2784469.0,9501003.0,93682.0,9368159.0,0.0,nan,563.78,2.92,3.0,3.5000030999999865,0.0,1.3999878000000194,232429.0,443683.0,511719.5,-81855.75,0.0,0.0,0.0,37.55000000000001,2.7
95,hotel,3.0,1908.0,1.0,7.0,76631.0,0.0,76631.0,24.0,94.4,93.9,175.0,173.4,7231928.0,7192445.0,0.0,815936.0,2784090.0,44480.0,4447953.0,0.0,nan,255.64,3.18,0.0,0.0,0.0,0.0,0.0,168847.75,0.0,-4252.5,0.0,-99.5478519999997,0.0,0.0,0.02
96,mixeduseproperty,3.0,1983.0,1.0,6.0,187600.0,18493.0,169107.0,,201.5,203.8,509.3,502.9,15240688.0,15416397.0,4816083.0,3055277.0,10425038.0,0.0,0.0,0.0,nan,444.42,2.13,1.7000000000000028,1.7000015299999944,4.699999999999989,4.599993899999987,495095.0,608411.0,0.0,117358.0,399908.0,946.6103519999996,94667.0,7.819999999999993,0.2
98,retailstore,7.0,1929.0,1.0,2.0,58320.0,0.0,58320.0,95.0,14.9,19.2,26.6,31.5,1074180.0,1383366.0,0.0,110291.0,376328.0,6979.0,697867.0,0.0,nan,39.69,0.65,2.5999999999999943,0.2999984700000055,5.900000000000006,2.599996900000008,630168.0,1365470.0,0.0,100325.0,341867.0,2878.5078099999955,287857.0,17.670000000000016,0.2200000000000002
100,largeoffice,7.0,2010.0,1.0,5.0,316306.0,0.0,316306.0,96.0,46.3,46.7,139.3,139.8,13300859.0,13429220.0,0.0,3654943.0,12471183.0,8302.0,830194.0,0.0,nan,131.03,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31286.0,106154.0,6886.799805,688680.0,0.0,0.0
102,hotel,3.0,1990.0,1.0,7.0,282863.0,44766.0,238097.0,40.0,79.9,85.3,178.1,186.6,18829136.0,20123722.0,0.0,3117920.0,10638785.0,81908.0,8190794.0,0.0,nan,509.18,1.64,47.1999969,40.0000015,60.500012200000015,49.29999390000003,3071301.5,3112027.0,2850130.0,38763.125,132110.0,0.0,0.0,220.92,2.59
103,other,7.0,1962.0,1.0,1.0,129000.0,0.0,129000.0,,79.7,78.7,167.7,167.7,29337400.0,28974828.0,8560000.0,4194724.0,14312992.0,0.0,0.0,6464408.0,nan,760.51,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-208608.25,0.0,0.0,0.0,0.0,0.0
104,other,7.0,1962.0,1.0,1.0,91213.0,0.0,91213.0,,78.0,85.9,201.2,216.1,5069854.0,5580583.0,1270000.0,1061505.0,3622005.0,0.0,0.0,177849.0,nan,123.28,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-594703.0,0.0,-998.1484400000044,0.0,0.0,0.22
106,other,7.0,1938.0,1.0,5.0,396085.0,0.0,396085.0,,97.6,96.5,166.8,167.7,27185096.0,26880068.0,10951000.0,2334143.0,7964427.0,0.0,0.0,8269669.0,nan,900.81,2.19,1.800001529999996,2.199998470000004,8.000001499999996,8.200000000000003,93897.0,49770.75,57380.0,42167.90629999997,143829.0,0.0,0.0,5.439999999999998,0.1199999999999998
107,largeoffice,7.0,2010.0,1.0,12.0,571329.0,0.0,571329.0,89.0,66.8,66.7,184.6,184.3,41734776.0,41683652.0,0.0,10033800.0,34236747.0,74995.0,7499452.0,0.0,nan,636.96,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14371.703100000012,0.0,0.0,0.0,0.0,0.06
110,other,7.0,1962.0,1.0,2.0,49680.0,0.0,49680.0,,50.6,49.4,102.4,101.3,2632472.0,2568666.0,1145000.0,336891.0,1149520.0,0.0,0.0,337952.0,nan,96.39,1.84,0.0,0.0,0.0,0.0,0.0,0.0,1237220.0,-137879.25,0.0,0.0,0.0,92.22000000000004,0.5800000000000001
111,other,7.0,1928.0,1.0,1.0,60696.0,0.0,60696.0,,8.6,8.6,26.9,26.9,924980.0,924980.0,0.0,271096.0,925018.0,0.0,0.0,0.0,nan,6.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47966.75,0.0,0.0,0.0,0.0,0.27
112,other,7.0,1928.0,1.0,2.0,262048.0,0.0,262048.0,,70.4,70.4,174.1,179.7,20828130.0,20845160.0,3900000.0,4098221.0,13983710.0,0.0,0.0,2944419.0,nan,398.51,1.29,0.0,0.0,0.0,0.0,0.0,1423920.0,0.0,-259254.5,0.0,8703.796879999994,870428.0,40.06000000000006,0.1699999999999999
113,small-andmid-sizedoffice,7.0,1986.0,1.0,2.0,66240.0,2352.0,63888.0,,77.8,77.8,244.4,244.4,4329966.0,4329966.0,0.0,1269041.0,4330148.0,0.0,0.0,0.0,nan,30.19,0.17,3.399996950000002,4.799998470000006,9.099993899999989,6.599999999999994,172659.5,343792.75,0.0,39664.875,135222.0,373.2001950000004,37321.0,2.93,0.2
114,largeoffice,7.0,2010.0,1.0,6.0,920598.0,303707.0,616891.0,93.0,49.9,52.8,133.3,133.0,36681188.0,38835684.0,0.0,8347549.0,28483019.0,81994.0,8199352.0,0.0,nan,634.03,0.56,1.5999999999999943,0.4000015299999973,0.0,0.0,94294.5,213249.0,0.0,-53718.375,0.0,2775.58008,277582.0,13.45999999999998,0.5
